x,y,z,phi,theta,psi,u,v,w,p,q,r
0.9991764033738431,3.998917534968641,-0.9991435552112528,0.999896971859851,-1.312209682922986,-0.2767185250157991,0.8968047035628137,-0.015996625178676168,0.016793889889181974,0.4072031622459265,0.2993380516867105,-0.22210742032562986
0.9957850809625751,3.9946469901346013,-0.9952901796454874,0.9981814989287114,-1.634456681592939,-0.1333485848339957,1.1392241961612737,-0.04568758681766219,0.05350436878422764,0.8855041979183075,0.6274834378717669,-0.5234887904541522
0.9875582524323331,3.9847493099220395,-0.9854478512991329,0.9910453752216856,-1.742601179453816,-0.05867125196698453,1.2555952246629942,-0.08579830854586863,0.10675369135704577,1.1831651147716573,0.8272435967136574,-0.7643766497597267
0.9713475707073833,3.966356854268956,-0.9662418887663607,0.975121307719466,-1.7716676948718257,-0.038401348080013165,1.3295867136147732,-0.13432097534665746,0.17202008194682822,1.3223611014893792,0.8988724202753234,-0.9080732826914771
0.9435087292943835,3.9366327918125577,-0.9348285198204007,0.9490936988539467,-1.7704236323240687,-0.04574058621317345,1.3835153369414699,-0.1895505819701064,0.24300034936475678,1.3806322659360788,0.8864932518509633,-0.9802932278233683
0.9008264082484625,3.8930626101156616,-0.8895955431404616,0.9131182852316609,-1.7569604137372712,-0.06487788472605205,1.4262882812348676,-0.24971849483898054,0.3156530834553133,1.4127635796925588,0.8233003662809234,-1.0060296418873185
0.8413160733487892,3.833439865362632,-0.8303137445244684,0.8680715409130725,-1.7367785477224478,-0.08789638346768469,1.4628142478181312,-0.3135209005317233,0.3873468706074626,1.4423161241064442,0.7209634041780659,-1.0090050639833537
0.7648822119788429,3.7559486869296124,-0.7582000970720105,0.8154081384680263,-1.7156291498371024,-0.10795570869298898,1.4999593585982942,-0.3771630379503974,0.4561973897249946,1.4662200342753375,0.5906281790159522,-0.990023405643866
0.6736756039996973,3.6593020884466374,-0.6758889147280654,0.7573416126650444,-1.6947289939444803,-0.12287412306069534,1.5404797929740344,-0.437666840134671,0.52100348592459,1.4866682735954895,0.4289452614116122,-0.9409028263243415
0.5719174068542191,3.542717911573347,-0.5870062398951087,0.6973113079544981,-1.6729734799156697,-0.13149576973193544,1.5852773997864964,-0.4925813747608241,0.5802839839651902,1.49297181535824,0.2208106490859517,-0.8561504968100191
0.465311828199322,3.4058397534798828,-0.4954126171718223,0.6404120167511287,-1.6471640277283828,-0.13291678430751985,1.634394930789842,-0.5401380690117298,0.6333987143498901,1.4801405124179974,-0.05848486970353248,-0.7329627056029674
0.35992608052736264,3.248349054641631,-0.4041128148890573,0.5933865301685068,-1.6120443908852795,-0.1271434875863886,1.6870823194281481,-0.5799962210061687,0.681151639909706,1.4483985482231496,-0.39997459100865207,-0.5703400817107557
0.26119768561730694,3.0694977113119886,-0.31439940215038253,0.5612697915333941,-1.5670032629102995,-0.11660731820603853,1.7408053306123543,-0.6130687821484035,0.722358196196152,1.3974623490812086,-0.6827628879551182,-0.36922274342709016
0.1736896579617967,2.868527857397662,-0.22646447646113188,0.5453701994946084,-1.519108061242972,-0.10215688923368282,1.7921768489315157,-0.6385432264712977,0.7528021763197466,1.3257679283220138,-0.8470874712388797,-0.12764159386159332
0.10051417615497744,2.6453646968613818,-0.14044016415712482,0.5459103079324328,-1.4760652980970619,-0.08142293992215022,1.8365967329253234,-0.6547553183332504,0.7685694426557527,1.2298236994872183,-0.9039806287598708,0.168441463471223
0.042329357000153764,2.400822300179107,-0.05674018736549143,0.5629174007013306,-1.4431648040161986,-0.050631959267455784,1.869075489313773,-0.6605379573110255,0.7675652272503745,1.103289825505203,-0.8710429590103056,0.4705021463159116
-0.002329401968812164,2.137048644653922,0.02378334917892573,0.5928478379574986,-1.423049190912823,-0.008754323239444695,1.8884062018021717,-0.6555733785878809,0.7493097832015574,0.9392664033114758,-0.7534155925036453,0.6927975949567909
-0.0353543368817385,1.8583366705998081,0.09944340590341849,0.629414373652868,-1.4181774379337722,0.042622719629980654,1.8949059378875122,-0.6403214146389488,0.7145569802223088,0.7343866026976497,-0.5457063579041167,0.8248169837538021
-0.058121162689306616,1.5712676553006792,0.16748164567539706,0.6662306766640391,-1.433668375203514,0.10090953785321877,1.8865003612688873,-0.615980016511158,0.6647374533932237,0.4861245617825445,-0.22414850748177503,0.8937270493323635
-0.07148032538543068,1.2842432859242032,0.22422342559762287,0.696935948635983,-1.4809117200314794,0.16173868650492662,1.8560226314084052,-0.5844508492621624,0.6007813409349001,0.18413825583673504,0.2824610578660953,0.9241184505080383
-0.07617274934805747,1.0073434383924051,0.2653227471078212,0.7168894478353642,-1.5766912831295732,0.2170264970474418,1.7936424256509091,-0.5457319245803106,0.5248706136011227,-0.2092570907109577,0.8574335414488515,0.9313413447011548
-0.0739372424520755,0.7514296270097631,0.287251784063002,0.7326125394467359,-1.717607665387851,0.2520882464617602,1.6979192992888605,-0.5014780638573318,0.448495758641621,-0.6410190138052732,1.2271812127778503,0.930802764766981
-0.0672898700697956,0.5242913321439315,0.2896343748975103,0.7517800769784346,-1.885228844053564,0.25208664126400127,1.5785887612490659,-0.4568665367212064,0.38284493576351414,-0.970634261564946,1.3929002461722222,0.9246074564478034
-0.058555691949282236,0.3289913668358418,0.274868673666386,0.7759541528530528,-2.0613383522603423,0.20828269580586434,1.4518856393611757,-0.4159042900893957,0.3314648089257496,-1.1877033350710542,1.4377286456229676,0.9153401298270052
