q0,q1,q2,q3
0.9999999393897289,3.648809196204654e-14,-0.0003481662652571246,3.3835683856824125e-12
0.9999990271658334,1.8180915759871085e-06,-0.0013872762518760625,0.00014535185030903374
0.9991764686419358,0.006044721591531439,-0.011840620623925614,0.0383359563452256
0.991760905467391,0.025456277839067395,-0.03633062682028325,0.1201764113674027
0.9734961497332758,0.05718006547745569,-0.06467177935532044,0.2117858529462451
0.9443386312701909,0.09552917045679775,-0.08744307906470093,0.30241103648388434
0.9057896307576421,0.1342249641919083,-0.09932006164041922,0.3894410470569674
0.8599678043337635,0.16766702187294572,-0.09760212498741075,0.472034925034754
0.8090297215292036,0.19085712115953576,-0.08126492933860252,0.5499458884349304
0.7543997546962392,0.2015914812649421,-0.053746602219169284,0.6223770460882823
0.6970608052378283,0.2011495560872076,-0.021732785892985895,0.6878755525898468
0.6382489665880776,0.19181410738655114,0.009219779281072166,0.745493528120172
0.5793532004698834,0.17557399212910377,0.03563770573674244,0.7951437582348467
0.5216147822150778,0.1540580922265457,0.055456519624008105,0.8373223379047319
0.46598661741017294,0.12868458111904774,0.06736848809318108,0.8727876246224497
0.41309537654864154,0.1007955190999492,0.07059341735997597,0.902335327096757
0.3631535287248972,0.0722229751977024,0.0659749305142235,0.9265800909074858
0.3161553325740725,0.04510667446839233,0.05603718488716282,0.94597622983043
0.2721525714771837,0.02116773402443054,0.04352837480539055,0.9610359958648902
0.2312876068423943,0.0014787472385583043,0.03059970734277408,0.972402958664975
0.1937244811857326,-0.013461131792769207,0.018693075475220075,0.9807854975123641
0.15959533278154028,-0.023605319644284924,0.008677772509585222,0.9868621052491203
0.12898106697069142,-0.029263029790236237,0.0009890599859001658,0.991214699789353
0.10191130959645732,-0.03100842743717699,-0.004276907269364133,0.9943008952668193
0.07836893320705751,-0.02959778929142355,-0.007287145855591976,0.9964583175137234
0.058291804841651106,-0.025983689461057495,-0.008387323687062943,0.9979261325529707
0.04156782749655498,-0.02116869964154714,-0.008029779778814044,0.9988791340070186
0.02802477384545794,-0.01601440633539475,-0.006716233223015651,0.9994563736808014
0.017423013387830363,-0.011160028184882154,-0.004936510022649993,0.9997737359431746
0.009457543021906014,-0.007014911026997664,-0.00309078747048534,0.9999258936416491
0.0037704568280542937,-0.003788808853505768,-0.001454941356888004,0.9999846556661561
-2.733112476822406e-05,-0.0015355324573993118,-0.0001822309287422473,0.9999988040112663
-0.002329402856250504,-0.0001993452780403633,0.0006760166583439893,0.9999970384875891
-0.003507803399311499,0.0003417825180878096,0.0011424032623045506,0.9999931366027046
-0.0038923643345467203,0.00024296033986214512,0.0012851866126320755,0.999991569265391
-0.003758112073701144,-0.00032298560299876135,0.001193734664325415,0.9999921735235164
-0.0033229274399786827,-0.0011740063571181103,0.0009600316850635577,0.9999933289966318
-0.002749863053599969,-0.002137215798438261,0.0006654216751614828,0.9999937137857382
-0.0021512179272062475,-0.0030658465944881294,0.0003724798392369498,0.9999929169438401
-0.001596902336077388,-0.003849687641616921,0.00012236276804612905,0.9999913072955198
-0.0011242279031258304,-0.004419229074255224,-6.38221258569273e-05,0.9999896010876839
-0.0007471905689917352,-0.004744260060658492,-0.00018122562343426935,0.9999884502791468
-0.0004643993351372768,-0.004827955704727548,-0.00023640893607756699,0.9999882094899101
-0.00026537637528789126,-0.004697932554321045,-0.000242450097211653,0.9999888999653324
-0.00013525305686641094,-0.004396643800833419,-0.00021484518739977557,0.9999903024044263
-5.803876313467613e-05,-0.003972545310584609,-0.00016855944288023404,0.9999920934367462
-1.8704986635746175e-05,-0.0034730845081301785,-0.00011610028727401655,0.9999939618266763
-4.348027836327994e-06,-0.0029400534339770663,-6.65685231539759e-05,0.9999956757270086
-4.679405583305846e-06,-0.0024069625252837405,-2.5520631754085568e-05,0.9999971028448627
-1.2062767470538095e-05,-0.0018980177253019282,4.615173535599645e-06,0.9999981985992402
-2.1265734986302923e-05,-0.0014283087110554427,2.3817708758546908e-05,0.9999989793767036
-2.9054599053814143e-05,-0.0010048495046991765,3.3652383291326496e-05,0.9999994940698981
-3.37338630780327e-05,-0.0006281522075846582,3.650152811204026e-05,0.9999998013968544
-3.470631472388262e-05,-0.0002940542091279314,3.4937461230295345e-05,0.9999999554731325
-3.2097773715779096e-05,4.478416111285941e-06,3.128298242207461e-05,0.999999998905479
-2.646038350655093e-05,0.00027573379898437943,2.7357530253702874e-05,0.9999999611809884
-1.8549491510674647e-05,0.0005279264484226822,2.438220482182954e-05,0.999999860097661
-9.165997827861873e-06,0.0007682129931753023,2.3003800310789343e-05,0.9999997045380061
9.45792251989083e-07,0.0010020663000359015,2.339399037234908e-05,0.999999497577641
1.1154769967430738e-05,0.0012329795504862472,2.5383853252100794e-05,0.999999239416335
2.0966616680172644e-05,0.0014624537796196094,2.860213451074278e-05,0.9999989299053553
3.0024432916103105e-05,0.0016902030601822773,3.259599246565091e-05,0.9999985705440907
3.80960935977571e-05,0.0019145073867878845,3.692265578514853e-05,0.9999981658420246
4.505348525188919e-05,0.002132646580497709,4.120866677340302e-05,0.9999977239629866
5.0850110007986217e-05,0.00234135219520201,4.517913533384143e-05,0.9999972566380896
5.5499428944229066e-05,0.002537231728700685,4.866335506536942e-05,0.9999967784186011
5.905578666735577e-05,0.0027171258437541645,5.15837229493378e-05,0.9999963054523135
6.159859746087685e-05,0.0028783702739139656,5.393456120648011e-05,0.9999958540517546
6.322106651619813e-05,0.003018955720033813,5.575788207477763e-05,0.9999954393095176
6.402140217315082e-05,0.003137609225931404,5.712120392932694e-05,0.9999950739308159
6.409725145871677e-05,0.0032337910775127403,5.8099403463208705e-05,0.9999947674614849
6.354226012417735e-05,0.0033076106462037245,5.876166671674967e-05,0.9999945260150784
6.24440821945819e-05,0.0033597278260682284,5.91641342336537e-05,0.9999943523179637
6.0883772280904855e-05,0.0033912255695478987,5.9347236738329453e-05,0.99999424608268
5.89357671191384e-05,0.003403464256458662,5.933743148767532e-05,0.999994204620618
5.666830122372529e-05,0.0033979584290822723,5.9149931832433954e-05,0.999994223486597
5.414387413548494e-05,0.003376258714043866,5.879122411176447e-05,0.9999942971473262
5.141979558507746e-05,0.003339848375245411,5.826267310510591e-05,0.9999944195906071
4.85485837918368e-05,0.003290067896849197,5.7563758961912805e-05,0.9999945847957216
4.557821734231039e-05,0.0032280617427022213,5.6694936112913134e-05,0.9999947870683094
4.255178160518506e-05,0.00315476841252422,5.566010836721316e-05,0.9999950211705397
3.950663637462687e-05,0.0030709798060920327,5.446787947137571e-05,0.9999952821859063
3.647399077449642e-05,0.00297742951536552,5.313058769966704e-05,0.9999955652898166
3.347948352781335e-05,0.002874876149369188,5.166265594451889e-05,0.9999958655597718
3.054472756248158e-05,0.0027641571933778035,5.007932895243697e-05,0.9999961779094566
2.768915396793832e-05,0.0026462019587796077,4.8395605232315416e-05,0.9999964971667787
2.4931845572002522e-05,0.002522019605353516,4.662643939414882e-05,0.9999968182254433
2.229254200420388e-05,0.002392720634732281,4.478678763603893e-05,0.9999971361081998
1.9790883842198362e-05,0.0022595513721492227,4.289071164122165e-05,0.9999974460145744
1.7444453663124642e-05,0.0021238400381151335,4.0950740882004224e-05,0.9999977435781958
1.5267031960998967e-05,0.0019869090379211656,3.897764057856677e-05,0.9999980251378819
1.326758798256753e-05,0.0018499950161424497,3.698102129635054e-05,0.999998287905856
1.1450037434083216e-05,0.0017141887432309774,3.49700625763203e-05,0.9999985300202414
9.81356250602817e-06,0.0015804011614124625,3.295341592159629e-05,0.9999987504939748
8.353278629411697e-06,0.0014493540096820056,3.09388647363629e-05,0.9999989490923777
7.061077177300048e-06,0.001321588808031682,2.8933360007480287e-05,0.9999991261777281
5.926508931272605e-06,0.0011974870435080623,2.6943534074536325e-05,0.999999282551827
4.937604823199138e-06,0.0010772994905389468,2.49758210245856e-05,0.9999994193089996
4.081588216890834e-06,0.0009611799534923306,2.3036140055157363e-05,0.9999995377132297
3.3454528871819493e-06,0.0008492169858344192,2.112994125256096e-05,0.9999996391067758
