x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test,x2,y2,z2
-0.0006168375916972835,0.07853658655910338,5.0627905195293135,-0.9894522502016203,0.9134275934560974,4.956819113958415,-0.6857185954759759,-0.0015055657339952061,0.0017088466934464396,0.7278631883350426,-0.04010189596280596,0.12013403447988602,0.0002765338845199992,6.173201221315594e-05,0.0021382130626079743,-0.02841978766809916,26282,111000000,1.8,0,2,1,-1.0641097704228588,-0.9495194066545182,4.946108854356267
-0.002467198171341778,0.15705379539064146,5.125333233564304,-0.9570526707831947,0.9324891742374783,4.956883929002328,-0.6823119353166262,-0.0017132434505947988,0.0015283828915419316,0.7310575570822696,-0.11622918946691504,0.11856606327410617,-0.0002696467410417579,-6.641902388082599e-05,0.0022332473236019723,-0.04157181247137487,26282,404000000,2.1,0,2,1,-1.0641097704228588,-0.9495194066545182,4.946108854356267
-0.005550625190149816,0.23553225354821328,5.187381314585725,-0.9111064014487285,0.9864554206567564,4.957730025842703,-0.6760908401994896,-0.001985693107444502,0.0012735249063380097,0.7368145024058255,-0.19593371244418717,0.11251892720494674,0.004561382496271418,3.363229232888898e-05,0.0021147485995243187,-0.05128769553266466,26282,643000000,2.66,0,2,1,-1.0641097704228588,-0.9495194066545182,4.946108854356267
-0.005550625190149816,0.23553225354821328,5.187381314585725,-0.8644005222213695,1.0625507257502662,4.96111382528188,-0.6691510238634624,-0.0021606102541197984,0.001013455086212325,0.7431226089513077,-0.23606994475481863,0.10534866580910074,0.013623141258254765,-0.0010382685900367505,0.001625785910164268,-0.049850984942168,26282,895000000,3.67,0,2,1,-0.9547774694325319,-0.9955885920246423,4.947339974453196
-0.009866357858641983,0.31395259764656686,5.248689887164855,-0.8235376810802679,1.1331878780478049,4.967371350589601,-0.6637995274352498,-0.002096184890088544,0.0007926672910153553,0.7479071901407363,-0.20939247045464066,0.09949381756920198,0.023480042560193575,-0.0018190878336099559,-0.0011756132266782515,-0.03234621362935286,26283,141000000,4.74,0,2,1,-0.9110067885194707,-1.05090103031521,4.948777979322718
-0.015413331334360514,0.3922954786392247,5.3090169943749475,-0.7903950163419505,1.1785465719880905,4.9753724612267565,-0.6613410399142583,-0.0017144738816753213,0.0007914501916176473,0.750082970817916,-0.14457375699345784,0.09640072296619973,0.032372553557681705,-0.002055725076388626,-0.0021937014480499784,-0.017418321658624336,26283,395000000,5.52,0,2,1,-0.9110067885194707,-1.05090103031521,4.948777979322718
-0.022190176984599574,0.47054156659257157,5.368124552684678,-0.7641194258512083,1.2038506438885321,4.984316613968973,-0.6600731373613771,-0.0013769551449026509,0.0007688804440090901,0.7511996846054316,-0.09617668328251468,0.09436711936860093,0.04110119262274796,-0.0019612292817328125,-0.0017012870330290752,-0.010840673803613754,26283,650000000,5.87,0,2,1,-0.8443919875538611,-1.1453912403605375,4.957842302499832
-0.030195222724101356,0.5486715554552264,5.425779291565073,-0.7396060594780587,1.2187968131988351,4.995481615498417,-0.6593978066949997,-0.001093775927228838,0.0006995696309160422,0.7517930877458079,-0.05712991006576125,0.09235338557733007,0.05104427074961213,-0.0022483717657451052,-0.0011687860251186066,-0.004356415320216911,26283,908000000,6.06,0,2,1,-0.8443919875538611,-1.1453912403605375,4.957842302499832
-0.03942649342761051,0.6266661678215213,5.481753674101715,-0.7148083859064005,1.2258758882797764,5.010356227198953,-0.6592998691333546,-0.0008123911031224404,0.000571466427413805,0.7518794424690433,-0.024751642649991846,0.08994150596774823,0.06256882640848573,-0.0018384108443569858,-0.000880081381637865,0.0025902957531798165,26284,172000000,6.16,0,2,1,-0.8443919875538611,-1.1453912403605375,4.957842302499832
-0.049881711417212315,0.7045061596879133,5.5358267949789965,-0.6881649205239327,1.2254623918941945,5.0312943835718436,-0.6600442482419278,-0.000543677077946786,0.00043642006448922415,0.7512264001720856,0.0016455274911671436,0.0867173948992928,0.07640162783655176,-0.001957635299731919,-0.0006185792813084845,0.00965452036325587,26284,534000000,6.18,0,2,1,-0.7714816711944842,-1.175810158779007,4.98599935528441
-0.061558297024310704,0.7821723252011543,5.587785252292473,-0.6617514728430587,1.21818596475389,5.058114978995205,-0.6614256082742562,-0.0002855866260259493,0.0002349206370703795,0.750010685238286,0.02018776462777318,0.08294495455268606,0.09053781069707419,-0.0021632616608258104,-0.0002570283072600432,0.012905288804176962,26284,845000000,6.08,0,2,1,-0.7714816711944842,-1.175810158779007,4.98599935528441
-0.07445336922613066,0.8596455013970477,5.637423989748689,-0.6415998567069177,1.2089978462792026,5.083096434755724,-0.6627595410050864,-0.00010154152360556015,4.9916826792464964e-05,0.748832276283786,0.02940468430622504,0.07965084200339803,0.10105709394418579,-0.001751139450334449,-5.029786649402013e-05,0.014765035393793369,26285,101000000,5.9,0,2,1,-0.7714816711944842,-1.175810158779007,4.98599935528441
-0.08856374635655673,0.936906572928623,5.684547105928688,-0.6182790851138285,1.1957421006230147,5.117410422579294,-0.6646340960554578,7.146270139119042e-05,-0.000152374174621794,0.7471689835878743,0.03416464801496012,0.07488484321258489,0.1128453406518174,-0.001628114102913969,9.972097956278958e-05,0.015602748135279398,26285,345000000,5.74,0,2,1,-0.6935217666761997,-1.0814053877009377,5.05041268082244
-0.1038859468911717,1.0139364767825625,5.728968627421412,-0.5978154914037472,1.1828849085621662,5.152771470723428,-0.6663341057956983,0.000212246307825186,-0.00035316915907381675,0.7456531966514307,0.03455598673402991,0.07038088805661405,0.12253374309204121,-0.0018210788766737096,0.0003608846554925549,0.014436846049648011,26285,700000000,5.51,0,2,1,-0.6671489293792828,-1.027148058831908,5.081450712280227
-0.12041619030626283,1.0907162069827128,5.770513242775789,-0.5798182810484478,1.1714265654051337,5.188229003306177,-0.6677853021266357,0.0003082992951579438,-0.0005501606418564812,0.744353674363505,0.03200741700612982,0.06614626529883834,0.13028909099914285,-0.001047576540713635,0.0004431239887026095,0.013696782389160944,26286,72000000,5.32,0,2,1,-0.6435456924020645,-0.9709923402288385,5.1134444826148755
-0.12041619030626283,1.0907162069827128,5.770513242775789,-0.5640342122845282,1.1618933357741152,5.222883557032192,-0.6691010943760368,0.00034843954610198197,-0.00066939511316304,0.7431710139697695,0.027790438637603172,0.06213442733713694,0.13608158227508066,-0.0007465504324954964,0.0004235725384660327,0.013391429911280284,26286,386000000,5.17,0,2,1,-0.6225466050024888,-0.9153825103383182,5.145436588561178
-0.138150398011617,1.1672268192795268,5.8090169943749475,-0.5502482118362808,1.1543584800689557,5.256085176139823,-0.670265837375841,0.00035977868010533484,-0.0007612732586256382,0.7421206089775365,0.023014280221806252,0.05842539975211138,0.14020302166188311,-0.0006421218927243899,0.00043460755136948137,0.0126801829537726,26286,666000000,5.04,0,2,1,-0.6225466050024888,-0.9153825103383182,5.145436588561178
-0.15708419435684462,1.243449435824274,5.844327925502015,-0.5350392176127069,1.1470887208451206,5.295641073688208,-0.6715186684760236,0.0003779171167692881,-0.0008627824113798046,0.7409870381277609,0.01759410319678183,0.054516716108288496,0.14237086452116382,-0.0008607533061422146,0.0005297667883041868,0.011427453682699706,26286,905000000,4.95,0,2,1,-0.6225466050024888,-0.9153825103383182,5.145436588561178
-0.1772129077110094,1.3193652498268647,5.8763066800438635,-0.5187135694303039,1.1409691924466399,5.34148984546506,-0.6727839068444627,0.0004095910843878315,-0.0010455052515867481,0.7398381943675344,0.010361253783855074,0.05026704047134774,0.14427654264839687,-0.0014770654956919316,0.0007746376354589302,0.009608237905922579,26287,158000000,4.86,0,2,1,-0.5690624938804157,-0.7632723378097956,5.243635664600196
-0.1985315716152849,1.3949555301961465,5.90482705246602,-0.506189287048556,1.138987217925394,5.379184951542679,-0.6735262672145884,0.0003791377394915278,-0.0013261403660302263,0.7391620018495856,-0.022900426208559622,0.04554303274786882,0.14643091078201403,-0.0019704192482095095,0.006014631935613579,0.0010124316816018109,26287,406000000,4.77,0,2,1,-0.5690624938804157,-0.7632723378097956,5.243635664600196
-0.2210349260083495,1.4702016261615198,5.929776485888251,-0.491638178952248,1.1616933933723481,5.4238879298966545,-0.6726500422765543,-0.0005104438744174502,-0.002398443508046433,0.7399566930173275,-0.13196329131196619,0.03645337816892005,0.15136211644633388,-0.00037675574446893734,0.009389900242240401,-0.012789779430022463,26287,705000000,4.71,0,2,1,-0.5690624938804157,-0.7632723378097956,5.243635664600196
-0.24471741852423268,1.545084971874737,5.951056516295154,-0.47256464110193663,1.2321529021928936,5.483013997093848,-0.6706347660507399,-0.0013214349908612622,-0.0032347279433109694,0.7417794826690525,-0.23653186404291954,0.026983040744134497,0.15758887522889434,-0.0005859966904608882,0.0026388170226709917,-0.014029473368282197,26288,24000000,4.83,0,2,1,-0.5690624938804157,-0.7632723378097956,5.243635664600196
-0.24471741852423268,1.545084971874737,5.951056516295154,-0.45123930045073896,1.3397825500336409,5.550443378416119,-0.6689352693275402,-0.0008404156170612501,-0.003104527904850052,0.7433137029934064,-0.25591003701785464,0.02162697430717913,0.1577529852263048,-0.001587882434250787,-0.006892911869726959,-0.0052420889915083535,26288,288000000,5.1,0,2,1,-0.5690624938804157,-0.7632723378097956,5.243635664600196
-0.2695732058622733,1.619587090990747,5.968583161128631,-0.43894172886717814,1.4023585618266725,5.591309194318389,-0.6686096099940355,-3.323654101328459e-05,-0.0026174219938106856,0.7436089949839646,-0.22922847864019583,0.020825315550742702,0.15345216199593553,-0.0013047359516349388,-0.00785659804023453,-0.0016692706708454352,26288,597000000,5.34,0,2,1,-0.5690624938804157,-0.7632723378097956,5.243635664600196
