x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test,x2,y2,z2,time
0.0,0.0,5.0,0.01887628504967698,-1.8467293519056145,4.947593152195988,-0.70733290266932,0.000873766728826198,-1.6098561620256195e-05,-0.7068800471607146,-0.05779920781769325,-0.001975184596506305,-0.0028408117731844626,0.0003049846810654344,-0.00096657764174779,0.0023849419221733115,6254,617000000,1.52,0,2,2,-0.012416690836678687,0.240436614495648,4.990758771406011,7.390975952148438e-05
-0.002291386001864737,0.07066929128722992,5.08972966070103,0.0191171529884354,-1.851710517647848,4.947287671175221,-0.7071886824333887,0.0007611157005811369,7.188218487775064e-05,-0.7070244571257555,-0.002104254018771648,-0.0008277248947530386,-0.0007800163283977116,0.00017126078262208466,-0.0019099148971690738,0.002190928830714256,6254,819000000,1.5,0,2,2,-0.012416690836678687,0.240436614495648,4.990758771406011,0.21127796173095703
-0.002291386001864737,0.07066929128722992,5.08972966070103,0.019183345359141936,-1.8482515388084724,4.947300509150812,-0.7070736044587509,0.0006351202627117719,0.00018008672745321934,-0.7071396482087058,0.0416379451505348,-7.357169982962988e-05,0.0008394096172579243,0.00014692861043386074,-0.002130094412677863,0.00192604202311486,6255,0,1.46,0,2,2,-0.012416690836678687,0.240436614495648,4.990758771406011,0.4375619888305664
-0.009160726391858276,0.14123938972314432,5.179278617806867,0.019124375926932956,-1.8364490246944556,4.947918100441347,-0.7069557210471947,0.0004940719154037625,0.0003212156007122572,-0.7072575635453614,0.08618765619029026,0.0006216417105334357,0.006265248121347952,-4.7313805140447585e-05,-0.002237510625491268,0.0018104926880369021,6255,161000000,1.43,0,2,2,-0.012416690836678687,0.240436614495648,4.990758771406011,0.659461498260498
-0.009160726391858276,0.14123938972314432,5.179278617806867,0.0190596841185042,-1.828770319966999,4.948534756946826,-0.706903176009978,0.00042427245812892516,0.0003793405361214846,-0.7073100987831609,0.10336709954292456,0.0008453846052548181,0.00884421673407502,0.0003022435151933678,-0.0022698491420669598,0.001902787653307314,6255,341000000,1.38,0,2,2,-0.01191248916164186,0.36553374840743413,4.9910842931748896,0.910496711730957
-0.009160726391858276,0.14123938972314432,5.179278617806867,0.01897619341604071,-1.8197764527498586,4.94935353456233,-0.7068481383729328,0.0003526454766631655,0.0004338773808072634,-0.7073651084625996,0.1193049040546897,0.0010434925796121784,0.011292438969167302,0.0002935889881428011,-0.002181287186431291,0.001976685916815768,6255,420000000,1.36,0,2,2,-0.01191248916164186,0.36553374840743413,4.9910842931748896,1.1766362190246582
-0.020593580356818464,0.21161144053362013,5.268466531635311,0.018711419351025237,-1.7953392114460893,4.952185552684395,-0.7067186711011629,0.00020314694382654908,0.0005495337869429373,-0.7074944357809058,0.1492268128193047,0.0015940223940043203,0.02009542731624737,0.00023863631071208147,-0.001976244561774365,0.0020763214934049756,6255,510000000,1.34,0,2,2,-0.0116939600625985,0.37610058904058963,4.99178369256504,1.4308764934539795
-0.03656591995530789,0.28168726406152494,5.357113789597273,0.018388312112448367,-1.7695976297102898,4.956074374548566,-0.706594024182028,9.938772226429898e-05,0.000644454081212668,-0.7076188661922923,0.17065814705520982,0.001939542183435388,0.02769023915716824,2.3290753148330623e-05,-0.001512333290065726,0.0023113836505217478,6255,682000000,1.28,0,2,2,-0.011430867041430488,0.3849643587373403,4.993505648180477,1.692852258682251
-0.03656591995530789,0.28168726406152494,5.357113789597273,0.01787772102102995,-1.7329695933814286,4.962913671595128,-0.7064242709397548,1.2262643482801195e-05,0.0007106936529967226,-0.7077882763873635,0.1939228674133469,0.0024633228767731484,0.040146960228653536,0.00016528681499039521,-0.0006444762959745276,0.0024598224626970477,6255,851000000,1.24,0,2,2,-0.011430867041430488,0.3849643587373403,4.993505648180477,1.956336259841919
-0.05704419012769257,0.3513696907347439,5.445041867912629,0.017111082329314062,-1.6878549651742845,4.973832067118247,-0.7062288593525029,-1.1542020953952676e-05,0.0007144549652599073,-0.7079832537839769,0.21359495769612083,0.00341171010572537,0.05748198689484012,9.283548152438925e-05,0.00030194551641216094,0.0025246465384043404,6256,56000000,1.21,0,2,2,-0.010988332967331435,0.3957863295602018,5.002533160805712,2.236391544342041
-0.05704419012769257,0.3513696907347439,5.445041867912629,0.016042371407638867,-1.6364131062210725,4.989742140189991,-0.7060226347043781,3.473023393977707e-05,0.0006521382949211524,-0.7081889668686903,0.21210765610840623,0.004135649698794541,0.07422235021089726,0.00032771199300896114,0.0008290151868095563,0.002429489450150868,6256,274000000,1.18,0,2,2,-0.010853967017089836,0.39927301004503984,5.012467582030096,2.532853603363037
-0.0819853924892815,0.4205628929340893,5.53207369113335,0.014893313138967468,-1.5920003450467117,5.008067750587541,-0.705825563945141,7.318252387080273e-05,0.0005626532446031829,-0.7083854539353331,0.18863910625409255,0.004708461015054547,0.09079401344394847,0.00027585615498537663,0.0011877090400957968,0.0025432171696593286,6256,498000000,1.16,0,2,2,-0.010853967017089836,0.39927301004503984,5.012467582030096,2.8554468154907227
-0.0819853924892815,0.4205628929340893,5.53207369113335,0.013678058421840993,-1.5562747879489713,5.029676720853476,-0.705636040316052,0.00019192583218354334,0.0004089911727646031,-0.708574325316532,0.1375728692659917,0.004944886762542696,0.10492589244243519,0.00018573681757061422,0.002298800359312736,0.0023506901015935,6256,729000000,1.15,0,2,2,-0.010853967017089836,0.39927301004503984,5.012467582030096,3.141718626022339
