x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test
0.0,0.0,5.0,0.19483209086214365,-0.212944982561303,4.965389898829603,-0.5095404402877453,-0.0014114156390484841,-0.005246077402150431,-0.8604295591674864,-0.05516367438909055,-0.005645532706175302,0.005811207773658244,0.0004289626161835258,-0.0008975253479093226,0.007754624220979167,2112,620000000,7.93,0,2,0
0.0,0.0,5.0,0.19874466359447568,-0.21853899743256083,4.9661295084127355,-0.5090769789439814,-0.0014789317281618147,-0.005237446503268076,-0.8607037884338246,-0.04287174260103852,-0.004865900808995592,0.004686084933659515,0.00036910052472194366,-0.0009363913136439805,0.007641396496183006,2112,750000000,7.95,0,2,0
0.0,0.0,5.0,0.2017899036274132,-0.22275280508333647,4.966715094246356,-0.5086185731101855,-0.0015425968123634068,-0.0052267108028850135,-0.8609747086741957,-0.03187451460110617,-0.004203486763880728,0.003663099968899955,0.00031814010696962214,-0.0008608679650023987,0.007574232540719095,2112,892000000,7.96,0,2,0
0.0,0.0,5.0,0.20378399118469187,-0.22538479209516915,4.967104173546864,-0.508226627273365,-0.001593770800492424,-0.005221183623952318,-0.8612060696874705,-0.02343978766835778,-0.003680358377358483,0.002826272295447606,0.0004509804909957893,-0.0008010260899027344,0.007631773723915103,2113,23000000,7.98,0,2,0
0.0,0.0,5.0,0.20564853716678583,-0.22764728024537612,4.967466411844568,-0.5076957713238666,-0.0016602690431747806,-0.005220715163247054,-0.8615190023555792,-0.01345696377165909,-0.0030425047012239284,0.0017679394407520501,0.0003972606663182887,-0.0007169298953613179,0.007742172238067724,2113,158000000,8.0,0,2,0
0.0,0.0,5.0,0.2067088031287563,-0.22865539546814148,4.967665907601203,-0.5071648199608807,-0.0017174601891844971,-0.005220082884970133,-0.8618315650167496,-0.004729734089968686,-0.0024465178500051895,0.0008190341005826594,0.0003380757334525697,-0.0006116599593042338,0.007622250041094958,2113,308000000,8.01,0,2,0
0.0,0.0,5.0,0.20705631368799166,-0.22863300498306682,4.9677205078847,-0.5066999254853493,-0.0017599500148728793,-0.005219904978056021,-0.8621048896051493,0.001978227437526045,-0.0021061859495254288,6.97422341490661e-05,0.0002951788985683379,-0.0005284198721255962,0.007832121445972007,2113,463000000,8.03,0,2,0
0.0,0.0,5.0,0.206890211416057,-0.2276951704365586,4.967663235911693,-0.506151961496171,-0.0017952825492012694,-0.005213881974628656,-0.8624266834165683,0.008695938535568505,-0.001825649801102403,-0.0006412454875544163,7.838153024408712e-05,-0.00039403671792115347,0.00801264941401314,2113,616000000,8.04,0,2,0
0.0,0.0,5.0,0.2063146502445399,-0.22617758153366316,4.967526510659642,-0.5056724511821109,-0.0018155888006696535,-0.005207035853033932,-0.8627079242306794,0.013747443684771493,-0.0016217904785427034,-0.0011786364640216404,6.541715862340425e-05,-0.0003038419578160756,0.007801785523042781,2113,770000000,8.06,0,2,0
0.0,0.0,5.0,0.2047197166422772,-0.2155857691348554,4.967085253929739,-0.5048190557624236,-0.0018559833254498405,-0.005213956956128767,-0.8632074437340599,0.06710898617810791,-0.030393525278563382,-0.0016014798781218299,0.0003663173771428774,-0.00025459572157160437,0.007518309757870156,2113,901000000,8.07,0,2,0
