x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test
0.0,0.0,5.0,-0.15857719821725927,1.7439572845093747,4.960136219907564,-0.744133261602695,-9.984573424911422e-05,-0.0001484207538281595,0.6680311796455642,0.035455795882629496,-0.008670930799423158,-0.008021442311665447,0.00021645075065634956,-0.0012303872154006967,0.0014263894286159484,27062,665000000,1.32,0,2,3
0.0,0.0,5.0,-0.1589527641045789,1.7310672155415754,4.958491800130541,-0.7442084926728975,-2.3127563153496323e-05,-3.0613118446956046e-05,0.6679473916121587,0.07740127983459624,-0.007442665368931475,-0.006980304738962921,0.00017953577895468698,-0.0012813344028472784,0.0007404255825349537,27062,988000000,1.28,0,2,3
0.0,0.0,5.0,-0.15809015207328847,1.70767019208378,4.956942080274363,-0.7442437697455403,7.399944652969902e-05,0.00010662111461228685,0.667908073278776,0.11403892629379071,-0.006497294088205675,-0.00602143502708907,0.00014607799272425837,-0.0014384612541107344,0.0002524885161392376,27063,375000000,1.27,0,2,3
0.0,0.0,5.0,-0.15620741878062697,1.6767466774674518,4.9556143490752955,-0.7442563285002375,0.0001782453721417932,0.00024271152900398458,0.6678940236347732,0.14136946439101505,-0.005750605455938129,-0.0051928621895748995,-3.6348281184928055e-05,-0.001377363651045016,9.67606041513136e-05,27063,691000000,1.26,0,2,3
0.0,0.0,5.0,-0.15380794798855973,1.6434945196335382,4.9545843873847755,-0.7442616254247393,0.00027657152970998267,0.00034653339922148985,0.6678880417726588,0.15983823781834927,-0.005221630969576773,-0.004448735159190038,0.00019580422616627402,-0.0012323700843808183,9.560623084325925e-05,27063,947000000,1.26,0,2,3
0.011880000000000134,0.0,5.0,-0.1503871943850702,1.599887899108542,4.953576721434635,-0.7442811491300595,0.00035140690254302596,0.00048492231884294135,0.6678661635486346,0.17483619299550987,-0.004780770379363672,-0.0037035217331664013,0.00025977366533425084,-0.001084542736862204,0.00030025128410215984,27064,213000000,1.26,0,2,3
0.026595000000000202,0.0,5.0,-0.14711216485392795,1.5604970546813728,4.9528765685515115,-0.7443055813344729,0.00040368949903132043,0.0005817940047472257,0.6678388279703992,0.1835027936575983,-0.004284911057806758,-0.0031655360873423175,0.0002122651082459015,-0.0008697622661202331,0.0003562623874131532,27064,518000000,1.26,0,2,3
0.04704000000000026,0.0,5.0,-0.1432033370391546,1.5158004021841238,4.952248877717729,-0.7443367390622557,0.00044713031886092563,0.0006643453453182268,0.66780399639558,0.18961172554070427,-0.003558732911689113,-0.0026586470829383386,0.00017046603346670963,-0.0006531278870625101,0.0005129477472110011,27064,773000000,1.26,0,2,3
0.07312500000000033,0.0,5.0,-0.13783909520578613,1.4585210635989914,4.951632668005597,-0.7444278807170642,0.0004842917249325645,0.0007395932579170263,0.6677022906014615,0.19287547076834335,-0.002239156509344419,-0.002124179190916419,0.00013229210935605806,-0.00044314041645066027,0.0013473306012201647,27065,11000000,1.26,0,2,3
0.14185500000000045,0.0,5.0,-0.1321596008417155,1.4019482926875946,4.951160491407575,-0.7445994974108626,0.0005048558151843999,0.0007889983457295098,0.6675108321650721,0.17555117733811593,-0.0012500919465236173,-0.001809135460459202,0.00010251060089672137,-0.00018734348401494572,0.002134495525751845,27065,240000000,1.26,0,2,3
0.2320650000000006,0.0,5.0,-0.12749872885685767,1.3570089539405212,4.950699614368654,-0.7448485887696845,0.0004785208953902364,0.0007910398868573297,0.6672328866905912,0.11526774493646344,-0.0004411026662227005,-0.001997625168502438,0.00025457509025272884,0.0009621928199976537,0.002989840004374855,27065,485000000,1.25,0,2,3
