x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test,x2,y2,z2,real_x2,real_y2,real_z2,time
0.0,0.0,5.0,0.8489501457467872,0.4728590672506786,4.958798499438113,-0.27659546511314836,0.0007202656559123496,-0.0001822385044246747,0.9609861584254755,0.13679698416653802,-0.004263540782992623,0.0009912751302593296,0.00016166909091452908,-0.00023517403207051757,-0.01755915491230553,15901,613000000,7.82,0,2,2,-0.9618881643143781,-0.35279702510119165,4.955592623733945,-0.9618881643143781,-0.35279702510119165,4.955592623733945,0.0009157657623291016
0.0,0.0,5.0,0.8192584604303468,0.45537842742521334,4.9590937118180145,-0.27443697373685044,0.0007238466793342088,-0.0001323869349011288,0.9616048075825345,0.11280737553643534,-0.0008494004121448962,0.0006955348844252201,0.001323555977705837,0.0003717884538900762,-0.01662835911702132,15901,891000000,7.5,0,2,2,-0.9174684836219696,-0.33661292149699407,4.956496421037166,-0.9174684836219696,-0.33661292149699407,4.956496421037166,0.41628456115722656
0.0,0.0,5.0,0.8046048346826519,0.44493527397809146,4.9591343801903855,-0.27246670862303235,0.0005507543265316141,-7.474859395036298e-06,0.9621650530475163,0.02816324650750459,0.009260026289763308,-0.00047084734081517305,0.0014371991937878192,0.0016615655567875365,-0.01509300591351348,15902,192000000,7.26,0,2,2,-0.885570399312679,-0.3250902710348156,4.957162639147492,-0.885570399312679,-0.3250902710348156,4.957162639147492,0.7970685958862305
0.0,0.0,5.0,0.8099104418023186,0.4439233158469972,4.958868913751346,-0.27062081500604,0.00023739940501977467,7.755518621405984e-05,0.9626859883223511,-0.052755932085919034,0.01777415976550199,-0.0015428281500357362,0.001144476095760183,0.0023489217937822104,-0.014796685172768775,15902,481000000,7.05,0,2,2,-0.8641551584594094,-0.3182993329774092,4.957624628880113,-0.8641551584594094,-0.3182993329774092,4.957624628880113,1.188692331314087
-0.002291386001864737,0.07066929128722992,5.08972966070103,0.8299562431643294,0.4502795009110482,4.958359925107913,-0.26886112145483076,-6.467144362749095e-05,0.00012601871889094096,0.9631789435545907,-0.11305449323960519,0.023152068745801065,-0.002646115705142813,0.0012387877745823062,0.002296993397976621,-0.016264180521829985,15902,743000000,6.85,0,2,2,-0.8639677857072289,-0.3209149702928668,4.958257267225829,-0.8639677857072289,-0.3209149702928668,4.958257267225829,1.5790963172912598
-0.009160726391858276,0.14123938972314432,5.179278617806867,0.8779293339383605,0.46899135514340956,4.957426426169942,-0.26579079465408895,-0.0004848599178159432,0.00017772380400273566,0.9640305943289649,-0.1798643287043557,0.026704646862339438,-0.001513201414599914,0.0005727725636006653,0.0023450918206435745,-0.02108521894115256,15903,18000000,6.66,0,2,2,-0.8796789551507115,-0.32989008656140834,4.960165311600565,-0.8796789551507115,-0.32989008656140834,4.960165311600565,2.1047799587249756
-0.020593580356818464,0.21161144053362013,5.268466531635311,0.9420544573314072,0.4964467949402632,4.9580008679439045,-0.2621690528467431,-0.0008550182137529419,0.0001574985374134357,0.9650215706747214,-0.21740144858831653,0.02499043497932276,0.005926877149843916,0.00032435212062864593,0.001974867973331129,-0.022179623192641884,15903,308000000,6.37,0,2,2,-0.9224402209316901,-0.3502136258554498,4.966838252478929,-0.9224402209316901,-0.3502136258554498,4.966838252478929,2.641232490539551
-0.03656591995530789,0.28168726406152494,5.357113789597273,1.002143886739564,0.5236960513148001,4.9614627708652765,-0.25908828461891725,-0.0010314522396434674,9.327578907219618e-05,0.9658530883002503,-0.19855879167542054,0.0173219821065956,0.017516122295228736,-0.0010444087024552573,-0.0002742933446597817,-0.017970338922168594,15903,609000000,6.06,0,2,2,-0.9822758742422739,-0.3756615542584589,4.979963638430382,-0.9822758742422739,-0.3756615542584589,4.979963638430382,3.0908429622650146
-0.05704419012769257,0.3513696907347439,5.445041867912629,1.0383229837580406,0.5412343273194392,4.9672920578426085,0.2573503609012187,0.000859188965608974,-2.9774974374916082e-05,-0.9663177803661613,-0.13864287053711066,0.006938469958668947,0.030446377036675142,-0.0006287326357323764,-0.0017800563796299684,-0.012682902979577193,15903,877000000,5.83,0,2,2,-1.0374781107878566,-0.3968930516004942,4.997814317335939,-1.0374781107878566,-0.3968930516004942,4.997814317335939,3.4968535900115967
-0.0819853924892815,0.4205628929340893,5.53207369113335,1.0718463816151707,0.5618133310960625,4.988399403175621,0.2552089549021352,0.0004740768617908793,-0.00013852577987962818,-0.9668857974960112,-0.040196174533592165,-0.011378194232577393,0.060934647888019645,0.0005767511140675197,-0.0012936592725054652,-0.007464053305739071,15904,158000000,5.75,0,2,2,-1.0700142889920807,-0.4073501624688915,5.015817540812473,-1.0700142889920807,-0.4073501624688915,5.015817540812473,4.165466547012329
