x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test,x2,y2,z2,real_x2,real_y2,real_z2,time
0.0,0.0,5.0,0.011292269796075052,-1.2787282124790005,4.946235425942095,-0.678784562577965,-0.00012555336843615163,0.0010135459943775578,-0.7343367582837653,0.02653330811034354,-0.042308576875716694,-0.0021001005054183445,-0.001064556590790744,0.0022404830133382347,0.01446386440875358,21543,702000000,8.81,0,2,2,-0.39556778221071603,0.39190358047693563,4.955803272909374,-0.39556778221071603,0.39190358047693563,4.955803272909374,8.416175842285156e-05
0.0,0.0,5.0,0.03633461272933473,-1.293561566932227,4.945087154868698,-0.6730765251139842,0.000868798986391424,0.000716634507468105,-0.7395719863297879,-0.0986398723170852,-0.055728760310184255,-0.0034619033882562857,-0.002335111889806285,0.006370355276885675,0.06224079625098966,21544,109000000,8.59,0,2,2,-0.37742498529726154,0.3931901243242206,4.95747504428718,-0.37742498529726154,0.3931901243242206,4.95747504428718,1.0722150802612305
0.0,0.0,5.0,0.06574876480947141,-1.3478638371357665,4.943463082862321,-0.6623660369696165,0.0019216647817133043,0.0002153971219791118,-0.7491778786628118,-0.17686332064138047,-0.05853340852478743,-0.005356371891906279,-0.0009635733135837654,0.004333985270932317,0.07829675159882754,21544,493000000,7.79,0,2,2,-0.37351268473489774,0.4585649995027267,4.957478369926464,-0.37351268473489774,0.4585649995027267,4.957478369926464,2.0242421627044678
0.0,0.0,5.0,0.12085926133970262,-1.476586316768081,4.939923435594505,-0.6471514250237669,0.0023749878659745207,-2.3227242525053872e-05,-0.7623577847591243,-0.23453652343708836,-0.05313429774587651,-0.007166708057828372,-4.6427020095052285e-05,-0.0003449378965569849,0.043822795123560354,21544,898000000,6.12,0,2,2,-0.37751235492730784,0.5515446334726316,4.956594006804858,-0.37751235492730784,0.5515446334726316,4.956594006804858,3.3495209217071533
-0.009160726391858276,0.14123938972314432,5.179278617806867,0.15736950806133929,-1.565653176304922,4.937474567401841,-0.6414796772812754,0.002132269949273154,7.515761824176915e-06,-0.7671370653302363,-0.17989279919816423,-0.04272874346204407,-0.005210352441651873,0.001312995914304338,-0.0019172601923855837,0.021511673912755214,21545,307000000,3.77,0,2,2,-0.3939706529846445,0.7412008158587657,4.953785762276517,-0.3939706529846445,0.7412008158587657,4.953785762276517,4.377643823623657
-0.03656591995530789,0.28168726406152494,5.357113789597273,0.17913085853262492,-1.61023981781463,4.936896018263935,-0.6393333321208043,0.0017012695376669665,9.261454276937055e-05,-0.7689278168617752,-0.08374999193210472,-0.03244566585346699,0.004088757029805594,0.0011766429565795988,-0.0022549804498339654,0.010998186189681292,21545,828000000,2.9,0,2,2,-0.40634969610157795,0.8659627368466685,4.951567507324799,-0.40634969610157795,0.8659627368466685,4.951567507324799,5.350175619125366
-0.0819853924892815,0.4205628929340893,5.53207369113335,0.1920269386535374,-1.620526353397397,4.942207962189636,-0.6381790502943254,0.001267709257666546,0.00019037582855888145,-0.7698869114588938,0.013633932510325056,-0.02523667113853399,0.026051869142407175,0.0009972189900508965,-0.0017313790749540203,0.004458046396393911,21546,276000000,2.54,0,2,2,-0.4111344542732327,0.9443131833509032,4.951548659839066,-0.4111344542732327,0.9443131833509032,4.951548659839066,6.317387342453003
-0.14503805103201373,0.5571069845630509,5.702749648162685,0.19655197485761458,-1.5960093098811012,4.958851291893606,-0.6378821247737005,0.0009326895178603746,0.0002055463935505708,-0.7701334187886748,0.09841462985724661,-0.02032474263969259,0.05904453741665734,0.0010388212217549153,-0.001139838468589005,-0.0007309534680643992,21546,795000000,2.31,0,2,2,-0.40958481633517657,0.9948413777789826,4.958067381785927,-0.40958481633517657,0.9948413777789826,4.958067381785927,7.276459217071533
-0.22519570073643536,0.6905920754040427,5.867767478235116,0.19207527648434478,-1.5250926784066472,5.00004608152575,-0.63827699283874,0.0006464968468503808,0.0001448199331462299,-0.7698064961285718,0.17684786911399938,-0.014993289420668205,0.1060136029285705,0.00078797019114063,-0.00037823867842234904,-0.0027512562610354507,21547,327000000,2.22,0,2,2,-0.4029191737487006,1.0210425622023445,4.9766859160510935,-0.4029191737487006,1.0210425622023445,4.9766859160510935,8.417463541030884
-0.32178831283960463,0.8203325293019702,6.0257985548118125,0.17863816969988744,-1.4193870169889147,5.067124947758557,-0.6387545089982591,0.000612041562979734,-6.604419999826732e-05,-0.769410357532105,0.22572623205825176,-0.009344148098237193,0.15122633224611953,0.0005589927241089754,0.0008416699415647599,-0.0016985530237434432,21548,38000000,2.25,0,2,2,-0.3909861943524893,1.0286896997096575,5.021241814089551,-0.3909861943524893,1.0286896997096575,5.021241814089551,9.56404161453247
-0.4340107023969413,0.9456940227146827,6.175570504584947,0.15807113875255388,-1.2912219615981826,5.159442249105457,-0.6388606125843825,0.0007435415076532084,-0.0004199445492736942,-0.7693220317142291,0.24969712338627814,-0.0029651007904983534,0.18915003159152682,0.0005847380464274465,0.0011007358807546552,0.0009196576797876332,21548,635000000,2.32,0,2,2,-0.377423518594553,1.0197620397065417,5.091458408603016,-0.377423518594553,1.0197620397065417,5.091458408603016,10.70508599281311
