x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test,x2,y2,z2,real_x2,real_y2,real_z2,time
0.0,0.0,5.0,1.3085804404568595,-0.2628211512000055,4.941337193687527,-0.09545443396723596,-5.416307691225551e-05,0.004742572727821938,-0.9954225013059915,-0.025043878905244427,0.0018139092117685552,0.0007473046052006904,0.0001733919845037235,0.0024474429210386006,0.0014712400570715545,38757,595000000,1.33,0,2,4,-0.44086972292237525,0.04328388893363575,4.9667899622710685,-0.44086972292237525,0.04328388893363575,4.9667899622710685,0.00010204315185546875
0.0,0.0,5.0,1.325169081654455,-0.26641725788272314,4.941315769476438,-0.09524774119753848,0.0002872624793350113,0.004678223293082106,-0.9954425646434124,-0.08433322119014182,0.0009029865002989501,-0.0008218532615827086,0.0003069173772018985,0.0022119575305623584,0.0013190343338465027,38757,922000000,1.24,0,2,4,-0.46847457012289956,0.04980642288088263,4.9671847264808635,-0.46847457012289956,0.04980642288088263,4.9671847264808635,0.7917666435241699
0.0,0.0,5.0,1.3628862437644713,-0.27390087251624684,4.94070974828491,-0.09500989574392216,0.000627119353787493,0.00458919597074464,-0.9954655522479857,-0.1383683792417225,0.0003882082093650956,-0.002672164077275239,0.0003980226097155537,0.001953465016413247,0.0016667622162458429,38758,325000000,1.19,0,2,4,-0.5170037217378817,0.05924904325989513,4.967109308859982,-0.5170037217378817,0.05924904325989513,4.967109308859982,1.5134072303771973
0.0,0.0,5.0,1.4202371104835554,-0.28499056580470183,4.939438882112415,-0.09467736282656447,0.0009409508667254092,0.004472129880708348,-0.9954975196523612,-0.18328487257778653,5.355910416175247e-05,-0.004692095529833717,0.0006216886902166152,0.0017068062447833654,0.0019401822555664694,38758,659000000,1.13,0,2,4,-0.5939367713600326,0.07370261565982927,4.966587428660332,-0.5939367713600326,0.07370261565982927,4.966587428660332,2.348600149154663
0.0,0.0,5.0,1.4761343361662187,-0.2957120354546775,4.93793231829712,-0.0943769208902906,0.0011150216083167836,0.004365526830610809,-0.9955263410405432,-0.1675193730274113,0.00045459267678742393,-0.00477524455540643,0.0006562030307577515,-0.00010768758684776003,0.0021549873281401233,38759,16000000,1.06,0,2,4,-0.6925624063123936,0.09202923516846494,4.965415356257983,-0.6925624063123936,0.09202923516846494,4.965415356257983,3.0960750579833984
-0.01697820740838507,0.1255483960083878,5.0,1.5126851162581902,-0.303012127606518,4.936942181848906,-0.09404580401721563,0.0009466513052470834,0.004285693405325942,-0.9955581969076932,-0.08438188286977592,0.0016249323755122944,-0.0021744857092746666,0.0006796886850679584,-0.0015338279695242818,0.002154726826120168,38759,363000000,1.01,0,2,4,-0.7716685839782463,0.10675379501505508,4.964386741432592,-0.7716685839782463,0.10675379501505508,4.964386741432592,3.841508150100708
-0.026955524430023026,0.18821223430714068,5.0,1.5263634295089206,-0.3062041466727407,4.936686913360384,-0.09370147146105778,0.0006867406501423331,0.004216620954451908,-0.9955911724905149,-0.008056236994538923,0.0010859612286181794,0.00035473739391996136,0.0005007543677493231,-0.0014815958707004029,0.002405346890554938,38759,687000000,0.93,0,2,4,-0.83400902474308,0.11847300740033861,4.963603300432327,-0.83400902474308,0.11847300740033861,4.963603300432327,4.571162939071655
-0.04990027644803874,0.3132386055305398,5.0,1.5196577845899755,-0.30485911254394416,4.937087818412905,-0.0933335744205725,0.0004759061563581299,0.004153723846274125,-0.9956261165605382,0.05002406459943154,-0.0019215444243038948,0.002121075193592504,0.0007234624547436397,-0.0013339546853785578,0.002187594986935437,38760,23000000,0.84,0,2,4,-0.8770455059635646,0.12701622255731373,4.963057595270436,-0.8770455059635646,0.12701622255731373,4.963057595270436,5.301410436630249
-0.06287244931678915,0.37556843537659224,5.0,1.4918097632801914,-0.29794189470543364,4.93813171724061,-0.09306808611704281,0.00023722599709461063,0.0040908935093883336,-0.9956513142966426,0.10511796916345469,-0.0078042328199599,0.0033944464825979063,0.00017596000958519653,-0.0012992069855499722,0.000248832171223512,38760,431000000,0.76,0,2,4,-0.8991086516776383,0.13272461891505255,4.9628101309661705,-0.8991086516776383,0.13272461891505255,4.9628101309661705,6.113962650299072
-0.09182632624610987,0.49977848670888325,5.0,1.458602642393941,-0.28867551314990886,4.939213830263734,-0.09315334916588064,6.436877919031338e-05,0.004079018324814363,-0.9956434155888068,0.13719365999343563,-0.01337566977616746,0.0039715729241271615,0.0003091272162691894,-0.0012071349942743836,-0.0018889507259700622,38761,53000000,0.68,0,2,4,-0.907468764837812,0.1382156945948891,4.962787316000931,-0.907468764837812,0.1382156945948891,4.962787316000931,6.880758285522461
