x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test
-0.12480310003259198,0.6232768136895412,5.0,1.4759814642887654,0.37148375565614866,4.945279655193205,-0.29689963115786605,0.001301582321313324,-0.004468637397630294,0.9548973485048498,-0.11825467256862857,0.08242498646387558,-0.005775296116981427,0.00012949473386925092,-0.0002889547204176779,-0.04871852543146815,754,46000000,2.7,0,2,4
-0.14280287947149173,0.6847164547362532,5.0,1.4987442431948963,0.3715574625098389,4.944246663965382,-0.2931502026750031,0.0013027984530096027,-0.004458644375071841,0.9560551144563434,-0.11735173972084176,0.077578507049366,-0.005693068554321174,9.606808504258879e-05,-0.00026862491324664006,-0.04927961781504564,754,212000000,2.85,0,2,4
-0.14280287947149173,0.6847164547362532,5.0,1.5265696490954752,0.37219280126308807,4.942981095909181,-0.28860071366187207,0.0013012886583058496,-0.004450178948443805,0.9574383168794804,-0.11758747534202263,0.0725929744712647,-0.005603355421253444,6.78331442571789e-05,-0.00019273404348041367,-0.045626247811014764,754,372000000,3.08,0,2,4
-0.16181119526917875,0.7459267385199392,5.0,1.5512765167666653,0.3733229948367205,4.941872808326627,-0.2848446926056364,0.001303149269297413,-0.004458024806432653,0.9585624282806037,-0.11863960180632849,0.06814834784439858,-0.005434366108048683,-0.0001047278104238103,-0.00019401352915338066,-0.04220185619487893,754,573000000,3.42,0,2,4
-0.16181119526917875,0.7459267385199392,5.0,1.5757081045873784,0.3749993914578185,4.940799349302545,-0.28125467182222025,0.0013049435804598057,-0.004466893680574297,0.9596218805140249,-0.11936442672147833,0.06397908514058051,-0.0052848624325394725,-9.77838702453937e-05,-0.0001747488113323925,-0.04122590216866229,754,746000000,3.74,0,2,4
-0.18182839742572066,0.8068902424093126,5.0,1.5971452760444458,0.37693709341519316,4.939871773056708,-0.278066847300802,0.0013051903937060722,-0.00447491517389131,0.96055041514978,-0.11964986398087514,0.05983598060741948,-0.005167604714989881,-9.686380479934087e-05,-0.00016226500321181447,-0.04175996145932004,754,924000000,4.06,0,2,4
-0.18182839742572066,0.8068902424093126,5.0,1.6182642550104893,0.37929650755209837,4.938972277224495,-0.2748214923210837,0.0013036725531103406,-0.004473148620841224,0.9614839773692034,-0.11960178231665024,0.055824609540772896,-0.004992443541850994,7.497859186855749e-05,-0.00020935610649530645,-0.04263265946065076,755,93000000,4.35,0,2,4
-0.20285454502857725,0.867589415443657,5.0,1.6390382770837937,0.3820530404837389,4.938102999161434,-0.2715056677763777,0.0013044428679392984,-0.0044773768541133355,0.9624255419982441,-0.11941571575500816,0.05162567352390705,-0.004885409637573427,-0.00012214007156785556,-0.00017035965953482446,-0.04349297669250518,755,253000000,4.65,0,2,4
-0.20285454502857725,0.867589415443657,5.0,1.6594387422499766,0.3852152345967752,4.937256452869395,-0.26811532859514825,0.0013023976781053285,-0.0044786386699168035,0.9633755322449642,-0.11896308293523306,0.04748183429478632,-0.00474632960379814,5.447064310715177e-05,-0.000193989835395314,-0.04450442393135745,755,409000000,4.97,0,2,4
-0.22488940115985745,0.9280065821559788,5.0,1.6794360087458435,0.38877406691421307,4.936439970064039,-0.2646436661320135,0.001302011819415567,-0.00449507955711086,0.9643349153697611,-0.11839480207422662,0.04299173000091087,-0.004600186477482058,-0.00031316199056163896,-9.615512723826214e-05,-0.04545967822195962,755,566000000,5.29,0,2,4
-0.22488940115985745,0.9280065821559788,5.0,1.6965869862147258,0.39223353999465815,4.9357486409599955,-0.2615494492227675,0.0012963772766429779,-0.004502117285752756,0.9651787067466671,-0.11780312187985673,0.039217447344348226,-0.004486557531209417,6.344617133891006e-05,-0.00014517057138618839,-0.04611498734448105,755,718000000,5.62,0,2,4
-0.24793242780967706,0.9881239465359675,5.0,1.7158218180435003,0.3965676212960333,4.934982506347642,0.25799251193125666,-0.0013004807857581006,0.00453276841278086,-0.9661354079773923,-0.11747912871105763,0.03485025449555248,-0.004368532784310724,-0.0006478526813680219,-0.00017589887448821173,-0.04578180378302932,755,876000000,5.92,0,2,4
-0.24793242780967706,0.9881239465359675,5.0,1.7627636260428594,0.4093920826854021,4.933199881028004,0.24953128563760069,-0.001328867778484129,0.0046430239718940995,-0.9683546942762604,-0.11875542704728215,0.02482139772751443,-0.003935786173537209,-0.000640550751995761,-0.00020558470907872106,-0.04200828625471331,756,36000000,6.26,0,2,4
-0.2719827807983455,1.0479235961347382,5.0,1.8142548754881118,0.4264909360956175,4.9314982589746785,0.2419618369509728,-0.0013922444980717917,0.004919658975445187,-0.9702722958376855,-0.12640923760716458,0.02133927763200849,-0.0031634855232085812,-0.0017928481156559428,-5.82736639387349e-05,-0.02370220736338524,756,435000000,7.04,0,2,4
-0.2970393047101876,1.1073875063133007,5.0,1.841729888493366,0.4355258479272092,4.9307975463736575,0.23980732419335782,-0.001440715342171399,0.005164125590538934,-0.970805698072178,-0.1357378807411018,0.025538993987942894,-0.0026931551990803065,-0.007494096325899591,0.0003518624197340614,-0.01187056586786639,756,862000000,7.64,0,2,4
