x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test,x2,y2,z2,time
0.0,0.0,5.0,-0.7928467372593464,1.2948018726989694,4.957701159659707,-0.8785408368281924,-0.0011743182645803211,-0.0002676915007413768,0.4776657276203655,-0.05860958599396325,0.02541246511232592,-0.0022886700465344365,-0.001464489332647645,-0.0015460473491657467,-0.015103386522241635,11355,594000000,5.13,0,2,1,0.1798735030095669,-0.5729974712649638,4.986742766640961,7.677078247070312e-05
-0.0006168375916972835,0.07853658655910338,5.0627905195293135,-0.791668928327414,1.3030471329008295,4.957476675721914,-0.8776820701222362,-0.0008983166857169652,-0.00011985267693679486,0.4792424881502201,0.006035116043946518,0.01730164403597685,0.0002452617368830029,-0.0011880812053277623,-0.0022113423938208143,-0.012082627381460043,11355,842000000,4.86,0,2,1,0.30111924155100467,-0.7519876843848049,4.983126928184003,0.33008384704589844
-0.0006168375916972835,0.07853658655910338,5.0627905195293135,-0.7845237370462617,1.2982254104221203,4.95781617245484,-0.8770767248065823,-0.0006681630383995076,5.153490027804975e-05,0.48034984095434746,0.05601518867942552,0.01192936732963723,0.003149486832865242,-0.000621060337380186,-0.002086951849378238,-0.009490884986007586,11356,97000000,4.63,0,2,1,0.30111924155100467,-0.7519876843848049,4.983126928184003,0.630549430847168
-0.002467198171341778,0.15705379539064146,5.125333233564304,-0.771235979146094,1.2822841034726273,4.959438183288615,-0.8765204566018847,-0.0004839905447522482,0.0002349744665045394,0.4813643107860988,0.09861428764427085,0.008689352438739069,0.008977671527113732,-0.0006465295086854894,-0.001815756934320234,-0.008628852538095089,11356,346000000,4.45,0,2,1,0.30111924155100467,-0.7519876843848049,4.983126928184003,0.9516887664794922
-0.005550625190149816,0.23553225354821328,5.187381314585725,-0.7534633979916989,1.257896259706402,4.9625138567276075,-0.8759845832916493,-0.0003172091390008931,0.00039050090939070077,0.4823388401557116,0.12955668494921588,0.006838689501488057,0.015107152670023336,-0.00034871812317760487,-0.0014563985814675107,-0.008355986301467055,11356,607000000,4.28,0,2,1,0.30111924155100467,-0.7519876843848049,4.983126928184003,1.2656705379486084
-0.005550625190149816,0.23553225354821328,5.187381314585725,-0.7341721509641703,1.2303846159134333,4.967176979156909,-0.8755144056122492,-0.00021927725728635008,0.0004967711054344349,0.48319171216131496,0.14781363053424582,0.006987476313599713,0.023749843848552322,-0.00012790799388540108,-0.0009325500968770939,-0.007965593613334931,11356,860000000,4.11,0,2,1,0.3445795339848605,-0.7859686914045433,4.985408043804481,1.582838535308838
-0.009866357858641983,0.31395259764656686,5.248689887164855,-0.7111707040676666,1.1975127900254923,4.9749407971648845,-0.8750205934317881,-0.00016494486790420503,0.0005609855896079974,0.48408534284632077,0.15906531941312976,0.008225924887400943,0.03496415425587715,-0.00013656389370453326,-0.0003050428972528607,-0.007700870810367633,11357,117000000,3.97,0,2,1,0.3445795339848605,-0.7859686914045433,4.985408043804481,1.899592399597168
-0.015413331334360514,0.3922954786392247,5.3090169943749475,-0.6849004353334776,1.1602106800058574,4.986322038138953,-0.8745181369533646,-0.00015024645934956434,0.0005424082660770116,0.4849924858787922,0.16493988096179665,0.009771542543938683,0.046105627164879884,-0.00017495199244876858,0.00039364107351502753,-0.006780150033591781,11357,372000000,3.84,0,2,1,0.33907624623434696,-0.7535163355852987,4.996660656706627,2.2293612957000732
-0.015413331334360514,0.3922954786392247,5.3090169943749475,-0.659754974970093,1.125174820205991,4.9998960044505925,-0.8741314080598689,-0.00016852939770311949,0.00045321918669576154,0.48568925006992025,0.1652154667900524,0.011996062702347791,0.05790845422912193,-0.000241949936707897,0.0008540062196971121,-0.005572533746089903,11357,643000000,3.7,0,2,1,0.33907624623434696,-0.7535163355852987,4.996660656706627,2.537919759750366
-0.022190176984599574,0.47054156659257157,5.368124552684678,-0.6324301553308307,1.0882741442682442,5.018046004333258,-0.8737825961106129,-0.0002131051979630291,0.00031770610722134135,0.4863165927492106,0.16147862903693058,0.014615137746985637,0.07041354178245278,2.2163250790185884e-05,0.0010808272577378375,-0.00485235063933942,11357,898000000,3.6,0,2,1,0.33907624623434696,-0.7535163355852987,4.996660656706627,2.8841211795806885
-0.022190176984599574,0.47054156659257157,5.368124552684678,-0.6015983926312338,1.0481851503351558,5.042527677440069,-0.8734166213541391,-0.00028192853850435534,0.0001531802047171662,0.48697361591203736,0.14926809453372142,0.017832397284694067,0.08255934262606711,-0.0003312916931008658,0.0010762782153506123,-0.004598346504280926,11358,183000000,3.51,0,2,1,0.31082586409166335,-0.6617030392349009,5.036069263342441,3.2573978900909424
-0.030195222724101356,0.5486715554552264,5.425779291565073,-0.5817115222907014,1.0240372731812566,5.06165415486605,-0.8731680281956207,-0.000310137214627346,3.078281143898163e-05,0.48741922141448035,0.12309084972123432,0.021273735684313774,0.09062232531624856,0.0002269021464940124,0.0020046732970513403,-0.005439410097096697,11358,503000000,3.42,0,2,1,0.2966170616021998,-0.6179145596902872,5.058929019339923,3.5379693508148193
-0.03942649342761051,0.6266661678215213,5.481753674101715,-0.5680501449492116,1.0136239567846126,5.084242211710429,-0.8727035543207045,-0.0005555358866672485,-0.0003499433139676393,0.4882500130010905,0.01744737424926996,0.029719464641892644,0.09739856054170101,0.0002797666837750512,0.004170813826931408,-0.009529736416880041,11358,735000000,3.36,0,2,1,0.2966170616021998,-0.6179145596902872,5.058929019339923,3.827725410461426
-0.03942649342761051,0.6266661678215213,5.481753674101715,-0.5651213922129468,1.0243083171981364,5.108549558479373,-0.872082361666798,-0.0007639612510437501,-0.0006946016518535542,0.4893580369845908,-0.07442812465127763,0.037166898284391466,0.10497497263616543,1.5215185555916833e-05,0.0023595710672452697,-0.011685713525366737,11358,970000000,3.26,0,2,1,0.28834058571279636,-0.5750239893778947,5.098779382705362,4.125969409942627
-0.049881711417212315,0.7045061596879133,5.5358267949789965,-0.5712379000353395,1.0530763285744962,5.134959072729003,-0.8713102970200025,-0.0008134744169206447,-0.0008195730778400624,0.49073112074358793,-0.15123669253258323,0.04327951063797586,0.11349031307292053,-8.819413395144693e-05,0.00011923778018285702,-0.014712131996930111,11359,212000000,3.13,0,2,1,0.28834058571279636,-0.5750239893778947,5.098779382705362,4.419378042221069
-0.061558297024310704,0.7821723252011543,5.587785252292473,-0.5905712049003026,1.1136180003223295,5.172539214563539,-0.869941337921172,-0.0007208070556258277,-0.0007016864691367613,0.4931541915559561,-0.22896241403538378,0.048239261457981145,0.12079198817176032,-0.00020714152810796804,-0.0019558566236810293,-0.01989610627788352,11359,450000000,2.96,0,2,1,0.3169273460764702,-0.5948289266226011,5.1502194345819445,4.799433708190918
-0.061558297024310704,0.7821723252011543,5.587785252292473,-0.6240738444677552,1.2072720400644614,5.220378041923188,-0.8679286336762065,-0.000354873724947551,-0.0002494576023557562,0.49668873419929394,-0.26683686697645614,0.050362459650083666,0.12953219115632925,-0.0007265974090842064,-0.003386203093214135,-0.02170350508094998,11359,762000000,2.64,0,2,1,0.3169273460764702,-0.5948289266226011,5.1502194345819445,5.250322341918945
-0.07445336922613066,0.8596455013970477,5.637423989748689,-0.6507610913929549,1.2827092874908068,5.2600484177029445,-0.8663501500469281,5.125726988461441e-05,0.0001722527259150138,0.49943706832328305,-0.24036564459110443,0.04832949400644128,0.1337879279095235,-0.0013844990007783053,-0.005156305633136071,-0.019250959303462878,11360,137000000,2.17,0,2,1,0.3169273460764702,-0.5948289266226011,5.1502194345819445,5.617173194885254
-0.08856374635655673,0.936906572928623,5.684547105928688,-0.6665864447982439,1.3325803269355836,5.292302097236297,-0.8652907317418078,0.0004820826428415448,0.0006261782610999285,0.5012697128880194,-0.18670102227370794,0.045145310082411585,0.1351504525776725,-0.0014114807527221274,-0.004779622986461618,-0.016270529886242002,11360,450000000,1.8,0,2,1,0.3169273460764702,-0.5948289266226011,5.1502194345819445,5.892328262329102
-0.1038859468911717,1.0139364767825625,5.728968627421412,-0.6755200277030727,1.3676786242834456,5.32200065477106,-0.8644605164546205,0.0008383359082998414,0.0009490540046615683,0.5026991266954933,-0.13401146649733975,0.04282956581554272,0.13548997063712992,-0.0015069427377056854,-0.003275122344348347,-0.014119508432486327,11360,680000000,1.54,0,2,1,0.47027159349823544,-0.7672125323236623,5.322411011278386,6.171110153198242
-0.1038859468911717,1.0139364767825625,5.728968627421412,-0.6795593485401407,1.3953305530458002,5.3544900422773605,-0.8636530741299608,0.0011109224668685036,0.0010625488025848993,0.5040843226953036,-0.08612697383036566,0.041616851014560606,0.1359869970742915,-0.0015755875324430235,-0.0008070495198353456,-0.012488994343584636,11360,909000000,1.33,0,2,1,0.4872908933764683,-0.7769569818645155,5.3545742252959245,6.452233552932739
-0.12041619030626283,1.0907162069827128,5.770513242775789,-0.6788786041108719,1.4127749733114758,5.384458873960833,-0.8630170792477574,0.0012444771785833652,0.0009662742210205528,0.5051722859751431,-0.0509106065937313,0.04135483163885363,0.1366658754582079,-0.0013422916140370944,0.000778406990775693,-0.010422844752611127,11361,140000000,1.15,0,2,1,0.4872908933764683,-0.7769569818645155,5.3545742252959245,6.7263267040252686
-0.12041619030626283,1.0907162069827128,5.770513242775789,-0.6747511158769522,1.4240508016279219,5.414393351759819,-0.862514302878852,0.0012873524325690301,0.0008009275861443277,0.5060304126909014,-0.0219223494388751,0.041190355910333876,0.1358907025476471,0.00024533933995485313,0.0012717167692244402,-0.00769975390539912,11361,369000000,1.02,0,2,1,0.4872908933764683,-0.7769569818645155,5.3545742252959245,7.0080060958862305
-0.138150398011617,1.1672268192795268,5.8090169943749475,-0.666422118195308,1.4312645173160277,5.449666623468125,-0.8621654784832177,0.0011254968605364422,0.000738299409326981,0.5066249854503854,0.0033665243950833936,0.0414111668947217,0.13526931683700688,0.0007818891958777385,0.0009431954993033287,-0.003503075822663959,11361,595000000,0.93,0,2,1,0.4872908933764683,-0.7769569818645155,5.3545742252959245,7.3224451541900635
-0.138150398011617,1.1672268192795268,5.8090169943749475,-0.6561835872154873,1.433403167231867,5.4818884584518655,-0.8620268196558379,0.0010013291758851624,0.0006744990392777333,0.5068612281334691,0.021427204626718734,0.04157761161130638,0.13344557640412355,2.0991099297651417e-05,0.0011477672046567022,-0.0015179511478891072,11361,852000000,0.86,0,2,1,0.4872908933764683,-0.7769569818645155,5.3545742252959245,7.610285520553589
-0.15708419435684462,1.243449435824274,5.844327925502015,-0.6451726491182986,1.4326054668119927,5.511101219297098,-0.8619641691674921,0.0009340861284946316,0.0005388083280319245,0.506968054457167,0.03312177844187245,0.04203164983752285,0.13201563669814584,-0.00010057088175585704,0.0015091017644408566,-0.0007831579580397374,11362,87000000,0.81,0,2,1,0.4872908933764683,-0.7769569818645155,5.3545742252959245,7.886337041854858
-0.1772129077110094,1.3193652498268647,5.8763066800438635,-0.631859539073394,1.4295358914965357,5.542413856037997,-0.8619439059137036,0.0008555908071480936,0.00037056933721839173,0.5070027945691872,0.04242490731760615,0.042262205181735055,0.12905140333035672,-0.0006545946916958201,0.0016754538251007034,-0.00010238505936399633,11362,312000000,0.78,0,2,1,0.4719058759664356,-0.6136467455562845,5.541417063546366,8.16792345046997
-0.1772129077110094,1.3193652498268647,5.8763066800438635,-0.6188695600962604,1.4254823531358813,5.570512598723901,-0.8619395336207933,0.0008182915980077914,0.00015356957788714373,0.5070104014680707,0.046803521806928435,0.042740219657982845,0.12659724586759574,-0.0007663403550850489,0.0020216157054164796,-0.00014633340725822563,11362,540000000,0.74,0,2,1,0.4570168104013486,-0.5631224553235018,5.570133841481856,8.449362516403198
-0.1985315716152849,1.3949555301961465,5.90482705246602,-0.6054841456927467,1.420974571583386,5.598145740128797,-0.8619191528915339,0.0007697843950473394,-9.059640193613772e-05,0.5070451391178282,0.04818351335354232,0.04330355988156368,0.12465191726820209,-0.0008805937568467925,0.0021273914626362966,-0.0004968535222360515,11362,772000000,0.71,0,2,1,0.4570168104013486,-0.5631224553235018,5.570133841481856,8.722285747528076
-0.1985315716152849,1.3949555301961465,5.90482705246602,-0.5919223134621585,1.4163241678602962,5.625209768429288,-0.8618891194767504,0.0007376269373394682,-0.0003240719166841087,0.507096141388875,0.0484712365528345,0.04352696980964358,0.12168684651375547,0.00023763681440414075,0.0017521368363304646,-0.00035824174346998916,11362,994000000,0.67,0,2,1,0.4258911420202859,-0.463572098044083,5.620330539417162,8.96225380897522
-0.2210349260083495,1.4702016261615198,5.929776485888251,-0.5784724948946869,1.4119455918679815,5.651660021520869,-0.861920736680964,0.0005756098412047296,-0.00039201550447126495,0.5070425610109066,0.04585768614256719,0.04362841025371457,0.11889581509482634,0.0009540356813886319,0.0009390810191689525,0.0011673470680761966,11363,200000000,0.62,0,2,1,0.4091163509871547,-0.41162880214037034,5.64421427452831,9.240703344345093
