x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test,x2,y2,z2,real_x2,real_y2,real_z2,time
0.0013280625,0.0,5.0,-0.27128833582158124,-1.7242167074881742,4.911295819850704,-0.6610128504732138,0.0003544281853378467,0.0018586100549554739,-0.7503721952861804,0.04207037139896309,-0.03359182691853043,0.0004427044569072498,-0.00047954937656413676,0.0028546966177600552,-0.006614420863115811,3495,394000000,3.62,0,2,3,-0.6940990191519472,0.21251073311818025,4.9201923467793005,-0.6575728959373273,0.2274095840118328,4.920495889592445,7.724761962890625e-05
0.005294500000000001,0.0,5.0,-0.2651160827328696,-1.718076044789988,4.911403941318402,-0.6615126986677073,0.000633029895939284,0.0016764248180336171,-0.7499318224841156,0.013367829879482183,-0.03522791345690902,0.0003273194375067009,-0.0004505071785843029,0.003437725604271691,-0.006617734015890164,3495,631000000,3.72,0,2,3,-0.6940990191519472,0.21251073311818025,4.9201923467793005,-0.6490743609707272,0.22705920737774343,4.9205491354551585,0.24053740501403809
0.005294500000000001,0.0,5.0,-0.25871156444805915,-1.717137426430026,4.911466029580345,-0.6618753192336192,0.0009062895829569327,0.0015030161104497791,-0.7496118871597209,-0.009958770095839838,-0.036572820392306755,0.00012691539836007362,-0.0005383079837883997,0.003512082025736163,-0.004538476787274703,3495,819000000,3.81,0,2,3,-0.6940990191519472,0.21251073311818025,4.9201923467793005,-0.6419943455206217,0.22611355624559915,4.920563650636108,0.45274925231933594
0.011872687500000001,0.0,5.0,-0.25075337065395303,-1.7205803963933897,4.911505552535192,-0.6620303055129119,0.0012004013021106267,0.0013300629094310326,-0.7494749258993602,-0.032305370372164854,-0.038038344180005325,1.788113560142677e-05,-0.0006943832886463497,0.0031481864425586537,-0.0001838496249462196,3495,998000000,3.88,0,2,3,-0.6940990191519472,0.21251073311818025,4.9201923467793005,-0.6356236275347743,0.22484112875231874,4.92054672125642,0.6958801746368408
0.011872687500000001,0.0,5.0,-0.24018724000078412,-1.7299691151642036,4.911518094750019,-0.6618179356691538,0.0015135213323255235,0.0011668441335843346,-0.7496621690832239,-0.053778726906292595,-0.0395051291815638,-0.00022059932844534601,-0.0006391964063823252,0.0025743208425410558,0.004660764534492046,3496,198000000,3.92,0,2,3,-0.6940990191519472,0.21251073311818025,4.9201923467793005,-0.6291168844770194,0.2265285693556395,4.9205163319782965,1.0266103744506836
0.021036000000000003,0.0,5.0,-0.22884163700042798,-1.7432757075852796,4.911491721357626,-0.661207150228435,0.0017492600090552612,0.001037631362053394,-0.7502006184330753,-0.06234153965744789,-0.039963319355565366,-0.0003772222279009547,0.00010882728389560725,0.0013904698448641284,0.008946246816776693,3496,453000000,3.89,0,2,3,-0.6230223730820983,0.23861108325760172,4.920514229736913,-0.6230223730820983,0.23861108325760172,4.920514229736913,1.3197619915008545
0.021036000000000003,0.0,5.0,-0.2206238353603594,-1.7520570861122449,4.911471212490891,-0.6604624595262554,0.001757946664534298,0.0010045732299741573,-0.7508563377988358,-0.047238904903234645,-0.03840087895673928,-0.00029719985576822446,0.0002174805729282525,-0.00031503378465913556,0.012321767280809581,3496,697000000,3.79,0,2,3,-0.6182192371624584,0.2622990085408336,4.920578671911439,-0.6182192371624584,0.2622990085408336,4.920578671911439,1.5448052883148193
0.032757812500000004,0.0,5.0,-0.21317114643407706,-1.7574513959239966,4.9114730875695605,-0.6595292509564606,0.0016180611628135214,0.0010387776709700953,-0.7516764396679155,-0.02325096831185225,-0.03606731659655425,-4.2856470972010975e-05,0.0008606400513144763,-0.0022227360886972747,0.014932967678760178,3496,874000000,3.69,0,2,3,-0.6182192371624584,0.2622990085408336,4.920578671911439,-0.6156458406011819,0.27901319778622385,4.92063722332166,1.7653980255126953
0.032757812500000004,0.0,5.0,-0.20668638027001837,-1.7585571548127235,4.911528998324562,-0.6584732867330739,0.0013920622841310476,0.001143307746113668,-0.7526019437052615,-0.00015726134568724363,-0.03394137190195341,0.0003801764977866683,0.000725268148471514,-0.0028215488100613584,0.016024922297219746,3497,51000000,3.55,0,2,3,-0.6182192371624584,0.2622990085408336,4.920578671911439,-0.6125392069329492,0.29636260828086564,4.92070579101292,1.9882521629333496
0.047011500000000005,0.0,5.0,-0.20163995886936892,-1.7563245564561027,4.911626467326903,-0.657572105419125,0.001182936018941224,0.001255430336316912,-0.7533896407117002,0.017841919422470702,-0.032471605346972264,0.0005736998936733213,0.000618743968061608,-0.002846794336619496,0.013917034721089294,3497,228000000,3.38,0,2,3,-0.6089631578713144,0.31066119498424916,4.920771663192059,-0.6089631578713144,0.31066119498424916,4.920771663192059,2.202270746231079
