x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test
0,0,0,-0.9999999999999998,1.9999999999999996,3.4463753937952193,-0.9999999207329554,2.704217693892242e-16,4.7016886190048436e-17,-0.0003981633869279966,-1.5003287740381012e-18,8.64918868711674e-18,-0.016005617497638625,-1.1047582569423007e-16,-1.798858369009132e-17,0.0,0,0,89.95,89.95,0,0
0,0,0,-0.9999999999999998,1.9999999999999996,3.4418752819224427,-0.9999999207329554,2.8624072254266866e-16,4.98261491403224e-17,-0.0003981633869279966,-1.6020936925193228e-18,9.226296799216409e-18,-0.016129635159911615,-1.1370911573492588e-16,-2.181205110353109e-17,0.0,0,0,89.95,89.95,0,0
0.0,0.0,5.0,-1.000220721376193,1.9994375128610389,3.438413483083387,-0.9999920561973569,0.00046687831626531363,0.00017973881424136967,-0.003954397650505315,-0.006568756509302278,-0.016335839508254794,-0.060785809942927135,-0.020689498887804803,-0.009899284850689583,0.20057552465004846,0,0,89.95,89.95,0,0
0.0,0.0,5.0,-1.0008244541418223,1.9978790388615353,3.433193579142854,-0.9999179984082627,0.001116414673005278,0.000610650496755509,-0.012742730612469,-0.0134515155675213,-0.03213335099662098,-0.10552516257043905,-0.022304649246507324,-0.01637288623896893,0.352022162405774,0,0,89.54,89.59,0,0
0.0,0.0,5.0,-1.0017455088231244,1.995371005388066,3.4252171767499595,-0.999662560116528,0.0019011678588575205,0.0011262057005323718,-0.025882100431794508,-0.01986540801092508,-0.046740402878353515,-0.15273195851730656,-0.028890237990708556,-0.015258041821653023,0.49579801270738244,0,0,88.53,88.65,0,0
0.0,0.0,5.0,-1.003338520485607,1.9906239462529938,3.410348790221813,-0.9987966856601247,0.003012366378456655,0.001765606979136735,-0.04891818675244214,-0.028522241058147824,-0.06425103746109209,-0.20547850820228133,-0.02332817075512139,-0.011243895824009087,0.6307619973085821,0,0,87.0,87.25,0,0
0.0,0.0,5.0,-1.005791556425662,1.9806480143772605,3.3895298889445553,-0.9958746794311719,0.0030996776200194172,0.002038212438934455,-0.09066344663956905,-0.03601223923755616,-0.08942615026599642,-0.14506825392416373,0.0012403800838001189,0.0030778258633290534,0.7337441085837781,0,0,84.36,84.86,0,0
0.0,0.0,5.0,-1.0077072850871804,1.9677515693081218,3.376192720813687,-0.9908446196988818,0.0029644842852224167,0.001855760036426726,-0.1349618746216416,-0.04360136500902279,-0.10893150277786257,-0.08430339793066934,0.002744143080235517,0.005895854292248259,0.7383380318060517,0,0,79.56,80.38,0,0
0.0,0.0,5.0,-1.008687884561901,1.9525426012348148,3.3697941693457607,-0.9841200290996076,0.0026676635361887846,0.0016106749725032297,-0.1774769213795918,-0.050130086344375976,-0.12450138507290757,-0.029060248678602484,0.006724879904140835,0.004849097831538529,0.6910550000611693,0,0,74.85,75.75,0,0
0.0,0.0,5.0,-1.0079906371817968,1.9295448083459397,3.371036810768142,-0.9737387337328457,0.0020799628569846567,0.00126595814600736,-0.22765533056100418,-0.05513296444848907,-0.1407699813428459,0.03854687052064602,0.007475678739865543,0.0050748602461681,0.5841360485646874,0,0,70.85,71.33,0,0
