ref_x,ref_y,ref_z,x,y,z,w,e1,e2,e3,u,v,w,p,q,r,sec,nanosec
0.0,0.0,0.0,-0.25324042218726706,0.9949377071318072,0.18256987552328047,-0.9620919115422994,0.21415808414128565,-0.14215908280340098,-0.09113870702568622,-0.6911998994685539,-0.2743352896934022,-0.2737762577511026,0.30376352660823613,-0.3585223894333467,-0.24202201602747664,1372,408000000
0.0,0.0,0.0,-0.3046549140897823,0.9625773755236888,0.18926627257440842,-0.967748570342982,0.2010012349171082,-0.13143430590552962,-0.07606728200772933,-0.6660996577912157,-0.24061506348515121,-0.2239342355410569,0.28570959402713925,-0.3625215118518099,-0.30214730359148234,1372,499000000
0.0,0.0,0.0,-0.367369454311696,0.9297003393046954,0.19697638226758285,-0.9740765929827742,0.1850584279386547,-0.11814502622531872,-0.05449699101935096,-0.6351379177192389,-0.20200133905721596,-0.17481798625161848,0.2734396141022444,-0.3552514855982736,-0.37131052231416106,1372,596000000
0.0,0.0,0.0,-0.4403949736935488,0.9002272736303195,0.20448710918351484,-0.980303152054659,0.16660222941546632,-0.10303535698729356,-0.025162321752920047,-0.6005604864825765,-0.16056041922754521,-0.13611339695107352,0.2643765415996313,-0.3287948347860947,-0.43962608906440437,1372,691000000
0.0,0.0,0.0,-0.5110773540349591,0.8804972187850894,0.20935724268449807,-0.9847583647553685,0.14903974697298703,-0.08938765063563922,0.00692566100824854,-0.5710664639237579,-0.12331771686258892,-0.11432227520728924,0.2538096741773188,-0.29145389271434397,-0.4907549940980971,1372,805000000
0.0,0.0,0.0,-0.5794539532125301,0.8696122545733571,0.2112180863826634,-0.9872980792469681,0.13260422672366592,-0.07742976951041901,0.04078299356140108,-0.5474190150063895,-0.08966583947347813,-0.10413600640812766,0.2420319098746404,-0.25015063292812556,-0.5264594568870962,1372,929000000
0.0,0.0,0.0,-0.6455894909400324,0.8668036624435012,0.20991539602660317,-0.9879245624370068,0.11736760159170767,-0.06717356610764702,0.07561492608367915,-0.5302450740059028,-0.06036015038682859,-0.1029397928838186,0.22790944203734398,-0.2090193360345438,-0.5464064422994852,1373,43000000
0.0,0.0,0.0,-0.7096333505591088,0.8712470807372525,0.20548639061027643,-0.9867706188272742,0.10341831643477414,-0.05845253755398951,0.11032542090803238,-0.5200947464250365,-0.03650031438576625,-0.10785241901283862,0.21335882920539007,-0.17102712881751359,-0.5466727074235678,1373,172000000
0.0,0.0,0.0,-0.7820092027045653,0.8846273097483888,0.19673724260376968,-0.9835001083282527,0.08873319046363168,-0.049913229557355415,0.1495413900684831,-0.5161331124017173,-0.014424394534050469,-0.11645993623164926,0.19455084548098966,-0.13252048374852166,-0.5329622945282608,1373,293000000
0.0,0.0,0.0,-0.8422862131494113,0.9024721491132645,0.18665107333158276,-0.9793453364541596,0.077562347673671,-0.043797963062463155,0.18151730666913513,-0.5183479365791046,-0.00018505098451353664,-0.12382391457384323,0.17552184435771778,-0.10486928003956564,-0.5104899755679071,1373,425000000
0.0,0.0,0.0,-0.9011166094172013,0.9256395756767672,0.17471124619858644,-0.9742599896185709,0.06767237901787254,-0.03861194927409017,0.2115349595687162,-0.5239841846576032,0.010590937590372537,-0.12986637324139377,0.1562860401463695,-0.08209772277041338,-0.48366325499955565,1373,556000000
0.0,0.0,0.0,-0.9586401748994222,0.9536577633208716,0.1614161809391273,-0.96849972151525,0.05903254623522861,-0.03421085652300652,0.2394849999599784,-0.5320808183795286,0.018050931515673642,-0.1338834973528288,0.13646392471855506,-0.06410813875845633,-0.4522888833889738,1373,663000000
0.0,0.0,0.0,-1.0242805174499257,0.9917544434232777,0.14490439709482164,-0.9613883050139105,0.05057474032504053,-0.029862739955115986,0.2688548667699877,-0.5429932444525043,0.02242482796205323,-0.1347795011687733,0.11610980800469406,-0.048919942491920665,-0.40283843118231744,1373,787000000
0.0,0.0,0.0,-1.0794432968614642,1.0283131461655364,0.13364727212645097,-0.9552852299782489,0.04492649001631312,-0.02678665800220624,0.2910227050133559,-0.5541590561482511,0.012316684102376619,-0.050448918712273395,0.0807964570412878,-0.04001077759312466,-0.3573591326130554,1373,919000000
0.0,0.0,0.0,-1.1338856422502337,1.0675468905971333,0.13896307227025648,-0.9494761780920375,0.04088762144681977,-0.023900518136569494,0.31024499170971676,-0.5639865482669604,-0.0033781151266530905,0.09642309833216445,0.07296286057680845,-0.04528768658929039,-0.3057106427149847,1374,44000000
0.0,0.0,0.0,-1.1783616511777661,1.102179806874855,0.15008152702289168,-0.9451605591288761,0.037444944244719565,-0.020789700067089655,0.3237857038054956,-0.5660170777193312,0.002047438236282741,0.09729878498560482,0.0831772129458841,-0.05188955110497773,-0.2597154612885788,1374,162000000
0.0,0.0,0.0,-1.2217108101662024,1.1383607991139049,0.1599711526508497,-0.9414269280305931,0.03431864171540579,-0.017446085311557457,0.335012244726953,-0.5650333275813322,0.00813780167494459,0.08836175838019455,0.07787441209075041,-0.050675672537181526,-0.2156976523110643,1374,272000000
0.0,0.0,0.0,-1.2637576297254511,1.1755565172515146,0.1683324155371935,-0.9382409832006049,0.03134798164292929,-0.014361143922888366,0.3442599585123179,-0.5591255157267823,0.013696817256720145,0.07390282026813115,0.07380761162494309,-0.04033825607621111,-0.17900931416079402,1374,373000000
0.0,0.0,0.0,-1.3199580093696104,1.2282300425889636,0.1760622825425239,-0.9344743843867087,0.027177705562519073,-0.011009209072490266,0.3548207921768911,-0.541278133099514,0.02046392140275601,0.03793385413293186,0.0679105709423311,-0.02058073860098375,-0.14614428364438936,1374,463000000
0.0,0.0,0.0,-1.3726064849731408,1.2804800339187443,0.17855884544219888,-0.9311151161648352,0.023346124960160076,-0.008823416087483441,0.36387050749852884,-0.5180280897346121,0.025544773638061825,0.0030734969324078265,0.057731891865842044,-0.007714013827353483,-0.1319835224421695,1374,601000000
0.0,0.0,0.0,-1.4280681717721468,1.3384701113109807,0.17570172775409143,-0.9274228934187546,0.019484756863334986,-0.007309642518400805,0.3734349878345832,-0.48385585395267705,0.027238702636707256,-0.032381552225351024,0.04733232271973975,0.0007201616881502559,-0.12579391768667847,1374,756000000
0.0,0.0,0.0,-1.4837625019798129,1.399010298254238,0.16648178933834096,-0.9233025637559562,0.01595097413244732,-0.0063436150406242136,0.3836895890353562,-0.4289916060822665,0.0217375087771645,-0.06421116493621025,0.03575570335669909,0.0033766248407118837,-0.12012941151624545,1374,914000000
0.0,0.0,0.0,-1.5450071806591443,1.4666567698023187,0.1471185971454547,-0.9179349058442519,0.012522268140055092,-0.005394254432601451,0.3964966625993833,-0.33100181638952,0.009176741234152219,-0.09291285109420835,0.02474919820087962,0.0012640016848308733,-0.11071587505284697,1375,91000000
0.0,0.0,0.0,-1.5797518224158797,1.5046443170561516,0.13541083957773112,-0.9141436079310814,0.010798610914025834,-0.004820234622324959,0.4052179899995287,-0.24777710453077878,-0.003235965475088867,0.011134439333119561,0.01566469327372033,-0.0017893274275593285,-0.10222576092928648,1375,319000000
0.0,0.0,0.0,-1.5973736337153108,1.5232699348485315,0.14385837117774114,-0.9117509099961836,0.00997935875196963,-0.0042566912478855055,0.41060025706232883,-0.18492098068247095,-0.009541709660825293,0.089173574876349,0.018518178512749728,-0.005964082947684801,-0.09509613082627766,1375,508000000
0.0,0.0,0.0,-1.6084259081612815,1.5345576155548344,0.15172093482542257,-0.9098428118941826,0.009255690271785216,-0.0036211381827711197,0.41483403573036365,-0.1344886683675161,-0.010623313640834192,0.07049519875526256,0.018698966050578747,-0.006308282354439143,-0.09013801609398797,1375,620000000
0.0,0.0,0.0,-1.6159628458784345,1.5418903610305001,0.15791748393689103,-0.908059910651225,0.008514514384001927,-0.003050191357558398,0.41874263939271317,-0.08071810036284796,-0.010043247292897713,0.0546773029341278,0.017940941688721068,-0.00432637148151116,-0.08260007161879912,1375,727000000
0.0,0.0,0.0,-1.620358615422519,1.5455896497929706,0.16304699982978826,-0.9061051182650379,0.007681212011246375,-0.002392537137275785,0.4229761097295997,-0.01987562392991716,-0.007475806421995158,0.031950453866395445,0.016520910139661282,-0.0054890368119231425,-0.0739344563044142,1375,832000000
0.0,0.0,0.0,-1.6204584329951075,1.54483549187679,0.1650481250877347,-0.9046107627088429,0.007103905145545958,-0.0017787395081113717,0.4261757133023547,0.025038880756782105,-0.004497277454616382,0.010186649059895966,0.015345023712143302,-0.007330327889576438,-0.06808032994740643,1375,939000000
0.0,0.0,0.0,-1.6176498372637027,1.5409772691657435,0.16492821514156766,-0.9032153320549648,0.006589567362583846,-0.0011548249160009622,0.42913553560877105,0.06536620987375243,-0.001232201789590925,-0.010659338428313684,0.014086337796470616,-0.007148449913074728,-0.06340016843751073,1376,47000000
0.0,0.0,0.0,-1.6109246338488479,1.5327978536334834,0.1621622568930822,-0.901654971529385,0.006036394282028439,-0.0004915607054381218,0.43241372853840876,0.10594393399125675,0.0029190081045656403,-0.03371992123970974,0.012640217846637825,-0.0055932517625478795,-0.058170134434476495,1376,151000000
0.0,0.0,0.0,-1.6012452946277518,1.5215485802921478,0.15684762535003155,-0.900211482535101,0.005504678930017384,4.577001172976266e-05,0.43541817041430286,0.13644376726787205,0.006943370628622704,-0.05359537304392474,0.011445987092884025,-0.0035182250485377153,-0.05329210216586944,1376,259000000
0.0,0.0,0.0,-1.587240495797883,1.5056877454780482,0.14797337718974168,-0.8986644257778462,0.004909748188743214,0.0004999594828201102,0.43860904488463603,0.16080265390605317,0.011070779230491021,-0.07229775264658889,0.009840752045420231,-0.0013608665426545485,-0.04862864007009193,1376,384000000
0.0,0.0,0.0,-1.5737035712984606,1.490647429573282,0.13870804706042228,-0.8974268757777912,0.004421846317876473,0.0007736640978959798,0.4411403986835907,0.17098187168322032,0.0145341654673985,-0.071172062686537,0.008771427656029118,-0.0001313817612924595,-0.04552736172627192,1376,518000000
0.0,0.0,0.0,-1.5596351690310564,1.4755016546261253,0.1385244198953831,-0.8962553689812491,0.003995967655911624,0.0008968593474962632,0.44351949388734707,0.1675265322994512,0.01834486667668419,0.05565301289150355,0.006752878471161239,0.0028402871521393536,-0.04322829372540582,1376,654000000
0.0,0.0,0.0,-1.5482178900709944,1.464041154246342,0.14577715438750713,-0.8953133184658578,0.0035826002772326965,0.0008231366026196139,0.44542176552009727,0.1526356969638958,0.023872990330399503,0.06650198879869802,0.007214915831355029,0.006181805656524375,-0.04196394365862943,1376,773000000
0.0,0.0,0.0,-1.537770359178597,1.4548488633864616,0.1516389684036138,-0.8943896133180653,0.003113375425375052,0.0006706985621497562,0.44727740457758564,0.12369412075782737,0.030964772194717667,0.051518310967582436,0.006877733585497481,0.00705769002706802,-0.041162639172398485,1376,874000000
0.0,0.0,0.0,-1.5270735379714466,1.4475932107145713,0.15678563305430324,-0.8932905861420739,0.0025632190582437165,0.0004678340257235566,0.44947206781882865,0.0837660981944343,0.03830378904868895,0.0344893055857169,0.0072643407747818856,0.007285377523658099,-0.04070591094205156,1376,976000000
0.0,0.0,0.0,-1.5198496838326736,1.4447231449833178,0.1591898570546856,-0.8923831079541391,0.0020380986691490854,0.00027035762403917205,0.45127393199550214,0.05188664404334005,0.04295988972051938,0.01542976002271563,0.0075811562510352815,0.008720474852452753,-0.04023910551040899,1377,77000000
0.0,0.0,0.0,-1.5141380235450994,1.4445621290825177,0.15965692852964786,-0.8914718650713822,0.0015044573233958152,2.74619714193292e-05,0.4530735587519464,0.02165381262383688,0.04673923002761167,-0.00382567837904029,0.007056978938635439,0.009191062963509466,-0.04050018833368085,1377,184000000
0.0,0.0,0.0,-1.5091690430296012,1.4476793208671799,0.15776752492966017,-0.8903597158584587,0.0009071060472742288,-0.0002660256161007707,0.455256721823451,-0.011655639928126824,0.050413207003083514,-0.025326712845400216,0.006292415355346748,0.008340642125403974,-0.04137730647926219,1377,286000000
0.0,0.0,0.0,-1.506453836909351,1.4527772628248936,0.15431696251766963,-0.8893981421380462,0.0004626642248432436,-0.0004705224534067869,0.4571329230233011,-0.036412838232639695,0.05297544865658469,-0.0415650138084741,0.005744699456045055,0.007012065907474607,-0.04284056740289088,1377,403000000
0.0,0.0,0.0,-1.5048674678877676,1.4598899443343556,0.14934937079066468,-0.888399149315513,7.174287230952606e-05,-0.0006208270833522015,0.4590714115714088,-0.058334767646316676,0.05520771432165585,-0.0560545768409222,0.005374977718020091,0.005657870315189939,-0.044203793004271574,1377,507000000
0.0,0.0,0.0,-1.5042154287557872,1.4707205019563712,0.14165884899925538,-0.8871550324135421,-0.0003283375933204025,-0.0007353257987096709,0.4614708007596161,-0.08007533094484617,0.057493987668586634,-0.07053321948793853,0.004599304520525038,0.004024849886263837,-0.04573291043925565,1377,611000000
0.0,0.0,0.0,-1.5044726909430088,1.4813075200821544,0.1373132363095806,-0.8860830254343544,-0.0005774804553291642,-0.0007893173948048121,0.46352552845714445,-0.0944080672553628,0.059244474182611515,-0.00016524371006959349,0.002737492081905657,0.0024872179210433387,-0.04679311896325089,1377,718000000
0.0,0.0,0.0,-1.5059873063690992,1.502719863958704,0.14694160355402888,-0.8841156062317663,-0.0006237527043816162,-0.0007748061681836828,0.4672671670740431,-0.1063970187770831,0.061070416036763164,0.05350073180173355,-0.00016021117659192896,-0.0016612149693173706,-0.046324422874022275,1377,830000000
0.0,0.0,0.0,-1.5067093995029959,1.516646845474902,0.1523075018492102,-0.8828854988832615,-0.0005488537004662431,-0.0006786079264482269,0.4695875148601718,-0.09151964911152492,0.059098360089314114,0.03737341078215488,-0.0003543814500517328,-0.0020484774040596676,-0.041370825783815235,1378,8000000
0.0,0.0,0.0,-1.5065296193778501,1.5267972715083764,0.15536711789359828,-0.8819554111665818,-0.0004968152334918073,-0.0005917429612179422,0.47133221376103396,-0.07457691909641388,0.05703819499633613,0.024279673156676805,4.8035063215934315e-05,-0.0022862761852593394,-0.03771896008402109,1378,130000000
0.0,0.0,0.0,-1.5052539052525664,1.5348840356186035,0.15696713150887143,-0.8811246497102209,-0.0004417763752892142,-0.00045602721963019984,0.4728836522294352,-0.04878597684503062,0.05421017682135476,0.009094377762390558,0.0005054103525026221,-0.0032999342920447816,-0.03340389739605598,1378,228000000
0.0,0.0,0.0,-1.5026763690300216,1.5405716429904348,0.15686316034928577,-0.8803890553426339,-0.0003838902955662452,-0.00024182629791531294,0.47425194293875844,-0.020831163411193312,0.051835854510929466,-0.009259853353216912,0.001193677678656968,-0.004921210393149522,-0.029402006475720555,1378,329000000
0.0,0.0,0.0,-1.4996480029514017,1.5433874211796035,0.15549217527613646,-0.8798635503508178,-0.0003300672249089398,-3.883638049962968e-05,0.4752262853751005,0.0006698331170829402,0.05030608790082691,-0.023208482034448606,0.001293834770876856,-0.0051925418119935784,-0.026495763268030714,1378,421000000
0.0,0.0,0.0,-1.4947185686487363,1.5448750160471258,0.15227848239754238,-0.8792740369910291,-0.0002778590958617839,0.00022085641440679012,0.4763161155055172,0.025547774828981157,0.04867074344483625,-0.03927942226050908,0.0017078827227123838,-0.004890803984380909,-0.023481438984163105,1378,511000000
0.0,0.0,0.0,-1.4886464476149714,1.544316520512388,0.14756225444003293,-0.878749094294122,-0.00023850370916627712,0.00045316040508983595,0.47728373850246386,0.04738866264992867,0.047143556112921176,-0.05347959637291971,0.0014924056358722737,-0.004107756694793352,-0.020942790251865517,1378,603000000
0.0,0.0,0.0,-1.4816313840761064,1.5420088077503808,0.14156734778945823,-0.8782776774587225,-0.00021576884555205228,0.000640366672705131,0.478150462356821,0.06530857142418633,0.04559458642117663,-0.0651900256429895,0.0013536428241422982,-0.00307050629544392,-0.018889460261561908,1378,703000000
0.0,0.0,0.0,-1.473879500734037,1.538252812376818,0.1377206189926832,-0.8778437915870766,-0.00019899540983423793,0.0007730706023305555,0.478946385657827,0.07993364419284547,0.044110201695057236,0.004154994963932331,0.000225558451205643,-0.0019021666048502084,-0.01757597656251164,1378,813000000
0.0,0.0,0.0,-1.463885995373658,1.532250313678103,0.14371740993145687,-0.877359252678936,-0.00012409594338823294,0.0007652216525003536,0.4798334510793072,0.09262927437320906,0.04218347129956671,0.05645842804939529,-0.001661949750086933,0.0007125476543023979,-0.01636206197872525,1378,906000000
0.0,0.0,0.0,-1.4499528623673845,1.5225029270958264,0.15080942946945142,-0.8767440715144146,-9.775461040955897e-05,0.0005802055028082617,0.4809568451222388,0.10211733138837036,0.039205859571924476,0.03428275578488999,-0.0011809159445874684,0.0025886942239594646,-0.015830354459467344,1379,36000000
0.0,0.0,0.0,-1.437733160278263,1.5131912695467349,0.15415853416124456,-0.876203754883816,-0.00014599097634171633,0.00040379415927567557,0.4819406556459138,0.1018635542912425,0.03709187326054296,0.013923065092276626,-0.000148480101813675,0.002224293530161958,-0.01640194150240859,1379,185000000
0.0,0.0,0.0,-1.4293461444888047,1.5067754758185696,0.15469302941750043,-0.8757951678202895,-0.0002044172826621261,0.0003226679658578753,0.4826827924440531,0.094084096930536,0.036430111421647565,-0.0025506731384863255,0.0007859890160943905,0.001964393550224486,-0.017824117821874097,1379,324000000
0.0,0.0,0.0,-1.4216497326092277,1.5014055350671731,0.15347220415669585,-0.8753388992758442,-0.000295386513480693,0.00026330446833575517,0.48350972568513834,0.07916279097512756,0.03659420294909545,-0.02002062492502287,0.001409830042575777,0.001983027300411777,-0.019817731117655057,1379,431000000
0.0,0.0,0.0,-1.4152031624650685,1.4981982747373592,0.1505675327922299,-0.8748094736750576,-0.0004569776978309328,0.0001938906706622784,0.4844668599049473,0.04727712018709175,0.03825354472455463,-0.03632129849925115,0.0023189398234535474,0.0032921598858592915,-0.023307243645831477,1379,530000000
0.0,0.0,0.0,-1.410393269186949,1.497873477027569,0.14612992623331986,-0.874207131368344,-0.0006354675908646218,8.71718301002794e-05,0.4855527572228825,0.013045876552025826,0.0396205785109637,-0.050859631834886634,0.0020204656721034553,0.0038121624129416887,-0.02590748390502995,1379,626000000
0.0,0.0,0.0,-1.4077456975029186,1.499703269804325,0.14160346912127444,-0.8736872536074152,-0.0007664185003952643,-1.1146574060439936e-05,0.4864874051425876,-0.01332361199049092,0.04046131137008967,-0.06103851680907296,0.0015913442894088803,0.003731511037585733,-0.02731132863118546,1379,731000000
0.0,0.0,0.0,-1.4055252684462218,1.5070896979996067,0.13909766915952065,-0.8727229308917421,-0.0009381920274149136,-0.0001771807469353124,0.48821488537162616,-0.05583075784329446,0.04177963941443506,0.043703751522253934,-0.0002701966892004748,0.002652587772900006,-0.028991676845180336,1379,814000000
0.0,0.0,0.0,-1.4059556438287357,1.519144856478116,0.14653792540280539,-0.8717045741476739,-0.0009211482076166557,-0.0002912966779916879,0.4900308174413602,-0.09049595915683756,0.04276883225041025,0.043483987795928394,-0.0009087231262583373,0.00021093701434438117,-0.03035592490050476,1379,953000000
0.0,0.0,0.0,-1.4075573340952428,1.5300832905245172,0.1500891001263099,-0.8709508322720023,-0.0008792144449320655,-0.00029081427206758675,0.4913693012121589,-0.10981190123036666,0.04322449397825848,0.029067649527610963,-0.0006952791750336473,-0.0008434863730144571,-0.03088457560807001,1380,78000000
0.0,0.0,0.0,-1.411444010306851,1.549970803573447,0.15287451618688624,-0.8697488741601653,-0.0008257807086799907,-0.0002220565456426508,0.4934938344845214,-0.12105331775872352,0.04274162570182844,0.004959737689479242,0.0005208702702930168,-0.0007145400047647854,-0.02930541795649333,1380,198000000
0.0,0.0,0.0,-1.4133862459184168,1.5598289005361066,0.15266769162956656,-0.8691911280862515,-0.0008316665077343655,-0.0001880207133350757,0.49447553613417583,-0.11259238400780744,0.04161476482323363,-0.008854651293059531,0.00034674957305469434,-0.001072809618563042,-0.026886619889410213,1380,344000000
0.0,0.0,0.0,-1.4152593991607465,1.5724974863870669,0.15030882640614224,-0.8684621504265014,-0.0007978521481870904,-7.640152454545322e-05,0.4957548293978923,-0.08709821250649455,0.03936943271655467,-0.02881025005816154,0.00045084530029271264,-0.002375168219259649,-0.022879192692926154,1380,430000000
0.0,0.0,0.0,-1.4156502694483173,1.5807736423356533,0.14660451830888485,-0.8679301267514603,-0.0007437789905689446,5.693667109639373e-05,0.49668575440435436,-0.06166592255279506,0.03805963017264413,-0.04363181832616332,0.0005257631926269823,-0.0030840496947348583,-0.020274973030609544,1380,539000000
