x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test,x2,y2,z2
0.0,0.0,5.0,1.21846231046467,-0.814557622978431,4.878526314870309,-0.3551159354702561,-0.0019749206239273714,-0.005700833692653785,-0.9348027987542734,0.20001711502986494,0.015193210473197133,0.022016621082038692,-0.01963475933735026,-0.0005990931640553754,-0.024310087064804975,55255,9000000,6.1,0,2,4,0.5515754398388028,-0.05373192658359793,5.469870695831464
0.0,0.0,5.0,1.1596481146777229,-0.7726034473880746,4.883377165331705,-0.3607084392676,-0.002657541806701286,-0.0021565495215627676,-0.9326723479372799,0.12670547573149263,0.027853587935911427,-0.014600348819033385,-0.011301782069494948,-0.024605245926068164,-0.03932529180019628,55255,482000000,5.88,0,2,4,-0.9052373742132707,0.926843062001781,5.682574671877837
0.0,0.0,5.0,1.128535616724583,-0.7608467016136597,4.870627722947544,-0.3677340025167166,-0.005036144567525333,0.003317016859893541,-0.9299114678506128,0.07609219208638553,0.039843017241821606,-0.04136726954944846,-0.0401771321776323,-0.013416854653769406,-0.040833191815181635,55255,971000000,5.35,0,2,4,-0.3326283907839148,0.5018674528003524,6.308544356895433
0.0,0.0,5.0,1.0876523451682003,-0.7484230578623854,4.855030447942272,-0.373687822064263,-0.0036874642322229333,0.009516204477386096,-0.927498386036735,0.09890734858147282,0.045711804863803704,-0.02921517356127349,-0.01883707445813343,0.0018123509107681457,-0.008516935486113653,55256,509000000,4.71,0,2,4,-0.03625929538124906,0.5536163527377562,5.843118987501082
0.0,0.0,5.0,1.0456904509401082,-0.7343712293607872,4.843711911469041,-0.3758846744788972,-0.0012482244123846829,0.014003875194643458,-0.9265597902495243,0.08237266932967122,0.05362056535003775,-0.038276052517703565,-0.03114805767836515,0.002268506182190322,-0.02987795633089263,55256,975000000,4.56,0,2,4,-0.6808540604230592,0.9074161919302726,4.375097958951681
0.0,0.0,5.0,1.0057850061035563,-0.7302721427266903,4.823718748522193,-0.3830763506788775,0.0008031141115825025,0.018112620189952466,-0.9235387363549685,0.07747218918957459,0.059817801278652286,-0.03925029966870706,-0.012784263981302502,-0.00017955921833845423,-0.03348761747474782,55257,461000000,4.91,0,2,4,0.45821478340965394,0.9269334862772689,4.811840784087647
-0.01697820740838507,0.1255483960083878,5.0,0.9666203319486812,-0.7300520184163793,4.810626867410314,-0.39654752222304984,-0.00014322244315507961,0.013382338897285004,-0.917916638432777,0.01900652582789846,0.08400582329763547,-0.019468870869726554,0.0512278318637982,0.011155618813063484,-0.1404903785442002,55257,860000000,5.13,0,2,4,-0.05326124423799308,-0.014737109298207707,5.851450162875129
-0.026955524430023026,0.18821223430714068,5.0,0.9493771772683458,-0.7646427491916435,4.800142964159794,-0.4188940038106824,-0.002639876856176979,0.00739191766243724,-0.9080012137518935,-0.09245572881909091,0.07636156302129209,-0.053833945250997016,0.017353433031530585,-0.027277405206405092,-0.038973796836216934,55258,284000000,5.2,0,2,4,-0.07053283664276591,0.44091908439023336,5.350807310353497
-0.04990027644803874,0.3132386055305398,5.0,0.9701330748486905,-0.8325551877570566,4.760689446408556,-0.4222776984497691,-0.006103472092206738,0.013718586006397849,-0.9063421503043816,-0.2022137938719358,0.06635589681460499,-0.10313228781355885,-0.04642849453375675,-0.015480926595046185,-0.03071830560656963,55258,712000000,5.6,0,2,4,-0.06244125864293826,0.9090721571073567,5.342610471055716
-0.06287244931678915,0.37556843537659224,5.0,1.0052106593253902,-0.916784175478815,4.714306139433079,-0.4279844988004736,-0.004301725263037161,0.018163214249616533,-0.9035933054169841,-0.1651985557155539,0.060769425671693945,-0.0893421025198066,-0.004276861682228628,0.014502342492050957,-0.01681456524238456,55259,57000000,6.25,0,2,4,-0.12267002438193889,-0.010889611798879928,4.129735700947839
-0.09182632624610987,0.49977848670888325,5.0,1.023237130473216,-0.9721421719950519,4.685566187121558,-0.4270564319307689,0.0009179284686853893,0.01577963146231401,-0.9040868125267619,-0.1186957398108629,0.033386335364649265,-0.022975040611837236,0.0025640335707066697,0.0436725025792839,0.03581973287509754,55259,442000000,7.52,0,2,4,-0.6682377276628685,0.8034233519762515,5.5975084951824625
-0.12480310003259198,0.6232768136895412,5.0,1.0443727670028744,-1.0103260462825296,4.687942428630252,-0.42023616642347716,0.004679056572840004,0.006861283640104935,-0.9073767649913115,-0.05376220590923945,0.008537832578147544,0.021233601781163847,0.05338238443073351,0.017564970221428666,0.019409250307944603,55259,836000000,9.07,0,2,4,-0.08264725650469434,1.7087961842295902,4.937027402721918
-0.14280287947149173,0.6847164547362532,5.0,1.0439887716948004,-1.0116036716962609,4.699923591695216,-0.4183098211863405,0.004730953960213241,0.0038279712406315545,-0.908284018471017,0.04460304483308706,0.001384719028606504,0.03819783454448183,-0.02070783630188089,-0.004367614792499808,0.0026409122483528336,55260,249000000,10.05,0,2,4,0.004960548059127934,0.11439500147426807,4.302416368864231
-0.18182839742572066,0.8068902424093126,5.0,1.025215362440182,-0.9897984155724915,4.725953029818164,-0.41822014987987854,0.006374718813836058,0.004701072841804485,-0.9083111631531522,0.0335079020707627,-0.005467281794065791,0.0779837960633773,0.003027097523045086,0.02008037736231927,0.00013839161425721613,55260,614000000,10.26,0,2,4,-0.5972847473830011,-0.0414891217698552,5.731733746601813
-0.20285454502857725,0.867589415443657,5.0,1.0216320699392962,-0.9804420833854278,4.760753360072801,-0.41767506644243746,0.007316702073102364,0.0008058948144588807,-0.9085666487807192,0.0462300317039392,-0.015016278174600073,0.09538698254281257,0.031143320666160434,-0.0035297779731990886,0.009926099482981954,55261,48000000,10.33,0,2,4,-0.1476293611001952,2.0633467872035265,6.332902621309667
-0.24793242780967706,0.9881239465359675,5.0,1.0064414291167874,-0.9529201949118338,4.795986305466225,-0.41644642292342626,0.005760234271255639,0.003075079109558159,-0.9091368106197729,0.10921180200076915,-0.015235385655086895,0.0897688714349479,-0.04589772870531306,-0.021286483024596237,-0.004147662866671453,55261,438000000,10.02,0,2,4,-1.3891966864768364,1.0237243198902624,5.7411803695167745
-0.2719827807983455,1.0479235961347382,5.0,0.9777573190216666,-0.9137321193085041,4.82654567396167,-0.41927632172715057,0.00479547997793539,0.00971736251731762,-0.907793997708973,0.1574276217006362,-0.009979658611746201,0.0803823913643266,-0.016558283095946535,-0.016490235975652467,-0.03911034073098563,55261,885000000,9.1,0,2,4,-1.1973353894389311,1.264255026143286,5.131484870002095
-0.3231005278418917,1.1664975446366894,5.0,0.9455255168549588,-0.8722632785670702,4.849530647077366,-0.4252871904294371,0.003925121601811561,0.012363416770815186,-0.9049654938188514,0.1896483905178448,-0.007258289700614952,0.07166347520251933,-0.009665789639257127,-0.010167979053221643,-0.031561623472953215,55262,312000000,8.02,0,2,4,-0.6753862672581223,1.2193646917046193,4.7820836307380485
-0.35016465716835876,1.2252354754156587,5.0,0.9003627490056172,-0.8140649637935701,4.873548635585899,-0.42781729439782457,0.002946397422709861,0.012963074848701555,-0.9037674701198418,0.21881490540981025,-0.009561368465333729,0.05949234816175022,0.010520201067265589,-0.002226265905846958,-0.0050502368139859755,55262,709000000,7.24,0,2,4,-0.80861552533975,1.8132836218558408,4.689312915083532
-0.40729282563855174,1.3415215836101098,5.0,0.8451484491864365,-0.7391843732291387,4.895382082621812,-0.42850148947658284,0.0017006164534851412,0.01019695044747659,-0.9034819332015442,0.2445028178016179,-0.016717221314989383,0.04687302230878888,0.01944565610756399,0.002145420603483217,-0.007129479536160943,55263,145000000,6.49,0,2,4,-0.2716966214700173,0.33154233881586037,5.096799032941784
-0.43735162712291586,1.399032816354308,5.0,0.7929922364876608,-0.6614345054438124,4.911445443346268,-0.42842137097421185,0.00043887262701065464,0.0070209871429920325,-0.9035516819877719,0.1848351074761157,-0.03207446010691402,0.026074557152597523,0.015151134175539482,-0.0017023059399434715,0.02051515766652301,55263,578000000,5.82,0,2,4,-0.4759833808812742,0.9957586902537824,5.165716661717003
-0.5004430187200422,1.5126986430795495,5.0,0.7678602531789158,-0.6049912607499378,4.917853465974813,-0.42422291103130094,-0.0004788398339914488,0.006416631108164308,-0.905534935446316,0.13517320158775645,-0.040120132582580584,0.006882022122105142,-0.0051300508857821114,-0.0017008094800985418,0.010623377238516696,55263,994000000,5.22,0,2,4,-1.6747157079256105,1.367232365090044,5.351302031313895
