x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test,x2,y2,z2
0.002985000000000067,0.0,5.0,-1.3397999159602598,0.6321722267750096,4.987792833106135,-0.7865867540753709,-0.002062026151525459,0.0016042650283295279,0.6174742526575835,0.042960801318162274,0.12269467398028977,-0.013674674538264386,0.013918252807343379,-0.0018430022578286298,0.0306205252854852,11279,912000000,7.08,0,2,3,-0.06229344455203978,-1.9933133296269907,4.244103325730264
0.011880000000000134,0.0,5.0,-1.315163018314101,0.6336633772975537,4.986256373213911,-0.7875120037925794,-0.0029527296101832514,0.002665376804117982,0.6162864764352185,-0.005671891939957546,0.12052498094752459,-0.0015733309560064697,0.01187876332551241,-0.002812206867019995,-0.0019687652866196004,11280,100000000,6.81,0,2,3,-1.4098589156270398,-1.0729473728444225,4.98002244650892
0.011880000000000134,0.0,5.0,-1.2940714725932654,0.638487162623013,4.986216545710492,-0.787918301654699,-0.002464358370911137,0.002350417924775568,0.6157703731026473,0.009619989578855324,0.1198811818556302,-0.0008390350532580148,-0.008158315540640615,0.0007698858496496541,0.01370654745187494,11280,293000000,6.59,0,2,3,-0.4613017081846214,-0.958769961872959,5.343332028730551
0.026595000000000202,0.0,5.0,-1.2722626592113548,0.6463972988585996,4.986032391092952,-0.7858726890134737,-0.0023194435256150246,0.001724068229029166,0.6183815686396263,-0.03766216824646881,0.13610684435058965,-0.0028382177444207755,-0.004757798933496815,0.007206984628282953,-0.07667538448004052,11280,539000000,6.43,0,2,3,-0.9751253479537483,-1.8939077652994365,4.853809703102598
0.04704000000000026,0.0,5.0,-1.249628061951018,0.665033395603235,4.984019829464136,-0.7819811334787956,-0.001958243758941599,0.0006179989021824484,0.6232987167016755,-0.08570223654107512,0.12471493915253913,-0.01858543844009956,-0.005778413901680324,0.005379461254051421,-0.04387362860143185,11280,703000000,6.58,0,2,3,-0.47771218578915775,-1.118052478489846,5.193698081045376
0.07312500000000033,0.0,5.0,-1.2310328634431784,0.6824874479253527,4.980764383032908,-0.7812766020251605,-0.0024605757143133563,0.0008900973959373479,0.6241794809362116,-0.05964643908530187,0.12005651281430427,-0.018862390629254967,0.007127998969735927,-0.0014753992900295998,0.007756932700431207,11280,851000000,6.95,0,2,3,-0.20745012457836148,-1.3284166013969663,5.184606428486501
0.1047600000000004,0.0,5.0,-1.209756825341536,0.703355498358379,4.976037004975552,-0.7808498572882442,-0.0024058600859182466,0.0009198785918628146,0.6247134271276323,-0.07860208387256906,0.11127134718976077,-0.02459054114561604,0.0028279214348003734,-4.5754033095590785e-05,-0.012296340992179466,11280,991000000,6.86,0,2,3,-1.1022443326500104,-0.915169827623072,4.936052213594371
0.1047600000000004,0.0,5.0,-1.1947377380877588,0.7173965510034064,4.972355317016487,-0.7808859768786449,-0.0026086837094302534,0.0011922642448158422,0.6246670028019401,-0.053511560393311765,0.11026772011521106,-0.022920302030716926,0.0039989933156903135,-0.0017330022160422232,0.009407902234670473,11281,141000000,6.68,0,2,3,0.06618610061747887,-1.1247360626316452,4.799528661811377
0.14185500000000045,0.0,5.0,-1.1792756191691252,0.7309276366214376,4.968884690605532,-0.7802596139045148,-0.0030726697375105284,0.0015222610845820762,0.6254463816598925,-0.07943225606918737,0.11631816219157223,-0.022278371379780677,0.008509665985911852,0.0033185865277118864,-0.043099633330712095,11281,319000000,6.45,0,2,3,-0.5203920810774351,-1.2497623082147609,4.229538271293116
0.18432000000000054,0.0,5.0,-1.163651138434903,0.7476174221264645,4.965595306237003,-0.778379626737118,-0.0034900248850270833,0.0015857014070994506,0.6277821771585542,-0.07054324334465392,0.11724518091891203,-0.02055206560554145,0.0022925166831555543,0.000974529143604741,-0.017344086154480465,11281,457000000,6.33,0,2,3,-1.196004943420736,-1.3000628153837956,4.705694868747257
0.2320650000000006,0.0,5.0,-1.1472173774715027,0.7602545263462476,4.962646116183137,-0.7785558408715658,-0.003345277452007285,0.0014600922549442385,0.6275647216774898,-0.04176272305749535,0.11680087397531022,-0.018377713851322884,-0.004080835515196668,-0.0003766727758147681,0.01946543616213603,11281,613000000,6.45,0,2,3,0.4132146983099816,-1.4350521687531737,3.9587034359668127
0.2320650000000006,0.0,5.0,-1.132030986771582,0.7676655321531449,4.960320110822748,-0.7796418128171357,-0.002817719091338125,0.001000775431928198,0.6262185741535197,-0.017151970393044398,0.1176593870482118,-0.01662041675534061,-0.012193601651233621,0.0011045291330447071,0.02660551035660319,11281,778000000,6.28,0,2,3,-0.14951803235785482,-1.6909253109131686,5.608732885532609
0.28500000000000064,0.0,5.0,-1.1066295669147126,0.7731594310299379,4.957083939174764,-0.7807823126344697,-0.002243504079605019,0.00039207074167887056,0.6247990022776504,0.016120659982080964,0.11813486299660032,-0.01404494883907977,-0.004844189652430941,0.00047329981498478446,0.0033971047514569364,11281,969000000,6.01,0,2,3,0.08918340846988221,-0.7698997990312024,4.555573175381651
0.3430350000000007,0.0,5.0,-1.0872281048636685,0.7730639717656583,4.955045479273448,-0.7806695865797911,-0.001983644841752272,0.00016735252942757237,0.6249408241870672,0.03648281205596638,0.11813932452399215,-0.012316755737727668,-0.0040183412693295395,-3.7228658733567954e-05,-0.0058901432566926815,11282,159000000,5.71,0,2,3,-0.6989407537963741,-1.383856110190968,5.106826642006865
