x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test,x2,y2,z2
0.0,0.0,5.0,0.1740539190514836,-0.8746012530413887,4.903599852118665,-0.3124328663133991,8.931834096304438e-05,0.00701595583405871,-0.9499139289604939,-0.04657605409576994,-0.07258420573414108,0.0016674512619127319,0.03873738824040629,-0.016368543401767965,0.04986175226804335,30979,711000000,7.4,0,2,1,-1.5076572856860722,0.6915147336211884,4.906393762164424
0.0,0.0,5.0,0.21254232181903437,-0.8711194717163425,4.897532484915263,-0.30301760618534396,-0.0029283401518777376,0.006725274607230557,-0.9529567282133622,-0.09965921371679044,-0.0760186162770465,-0.026352359137165965,-0.048161208906094544,-0.01054737003869377,0.03256771233282052,30980,9000000,7.14,0,2,1,-1.387487214045192,0.3617163376326926,4.406757333004385
0.0,0.0,5.0,0.2480243181507441,-0.8675107364036306,4.889581504137701,-0.3024735902719895,-0.0023293900157076285,0.010602713092063735,-0.953095946694358,-0.05747630182600568,-0.06480505801210784,-0.01997559538463855,0.010290304635418579,0.0038261609233813942,-0.011920646466023754,30980,339000000,7.77,0,2,1,-1.4064115926364718,0.08630676177142371,5.451369036886724
0.0,0.0,5.0,0.26978603097150866,-0.8576239953624027,4.884601184314733,-0.3049235670057009,-0.0022003491033980973,0.007199201767465225,-0.952347073415073,-0.023890886027723997,-0.06591658295637395,-0.013934894124068595,0.03888279461534694,0.010356565235269954,-0.016804774350021034,30980,829000000,7.97,0,2,1,-0.7340471042213852,0.46189960988695566,5.370725064874955
0.0,0.0,5.0,0.28945722404142166,-0.8447405668166316,4.8794792692614175,-0.30922125012752927,-0.0015677058908438227,0.005042342565046504,-0.9509754652719828,-0.0559617851325105,-0.05157805264223707,-0.02447245195512507,-0.029881241971452255,-0.003926848035007424,-0.05758005936513655,30981,170000000,7.91,0,2,1,-0.8936934250033892,0.6903611010554334,4.696872413779963
0.0,0.0,5.0,0.3398849258221886,-0.8661621838280379,4.864917313302125,-0.32308545721854415,-0.0009276895213165704,0.009670823352444546,-0.9463199257659758,-0.1648970470933231,-0.009472487120010625,-0.02169556676408375,-0.012060656354151433,0.0036661395370174432,-0.0442381246102741,30981,459000000,7.53,0,2,1,-0.9805215906917045,-0.8243759385420285,4.9840776230199255
0.0,0.0,5.0,0.4007444336745683,-0.9089167643738789,4.8592129621701305,-0.3206329477364685,-5.157723026392048e-05,0.009192403950810498,-0.9471589147947759,-0.21791428619146586,-0.030751709675173305,-0.012539881660884437,0.013329579360288335,0.00613329743828217,0.13246590388007462,30981,756000000,6.66,0,2,1,-1.530866091225193,0.5183656055539043,4.461126817514744
-0.0006168375916972835,0.07853658655910338,5.0627905195293135,0.4592595106977479,-0.9358836691205139,4.855518223993672,-0.2986262996724891,0.0005626779871561356,0.009645068815444538,-0.9543212190792703,-0.2124076838124997,-0.045630865024804235,-0.010034070795594142,-0.047342969628516585,0.00047815054244892963,0.13584908156190068,30982,114000000,6.94,0,2,1,-0.7887465057453824,0.5577406060558282,4.825749317296539
-0.005550625190149816,0.23553225354821328,5.187381314585725,0.5104283666085738,-0.9564820748219818,4.8543168489554205,-0.2861064021409478,0.0010910755865424816,0.012583847970490137,-0.9581145980404859,-0.15756222090533814,-0.03455041783397704,0.0016793589581174093,0.037133563819224946,0.002813511650856526,0.04630943149095401,30982,393000000,8.36,0,2,1,-2.1283105294816336,1.0613557306100059,4.631006204445995
-0.009866357858641983,0.31395259764656686,5.248689887164855,0.5414634356882977,-0.9676863962716454,4.855650366094578,-0.28327812249714374,0.0006249843131999463,0.00885543563736323,-0.9589967132210484,-0.1330185502880429,-0.035118079781749974,0.010242062036432884,0.023178004812507425,0.006894450052641332,0.011755903324228711,30982,770000000,9.46,0,2,1,-2.170935575497784,0.7340337855549965,4.8094082043097055
