x_ref,y_ref,z_ref,x,y,z,eta,e1,e2,e3,u,v,w,p,q,r,sec,nanosec,angle2,angle3,control_mode,std_test
0.0,0.0,5.0,-0.4311120257357702,0.40297081747922325,4.967647614340168,-0.9772062083666262,0.0003791558096674993,0.00015596574833442518,0.21229191752226284,0.028335051881468842,-0.016189307740116312,-0.0003243588113865484,0.0005444092607831408,-0.00012559679447576855,-0.017005035442707594,16943,430000000,8.6,0,2,4
0.0,0.0,5.0,-0.4374919632743976,0.40312699795552476,4.9673824924125505,-0.976803645740588,0.0001474356476570679,2.1094761531979022e-05,0.21413690827514142,-0.06699545618762684,-0.004208924992259141,-0.0016629027441446228,0.0012881181191914948,0.002223204410256585,-0.013066523206362035,16943,623000000,8.45,0,2,4
0.0,0.0,5.0,-0.4581051424818999,0.41267772343975245,4.966894729453034,-0.9765067942921921,-3.338731550674136e-05,-0.00021218266145614105,0.21548650668891534,-0.1342753548001438,0.00366718115720912,-0.00273995234081928,0.0010369788128627988,0.0024798209551590844,-0.012417782454576809,16943,796000000,8.29,0,2,4
0.0,0.0,5.0,-0.4835677095257167,0.4258000892726673,4.966344628149852,-0.9762540669461253,-0.00016535772737645164,-0.00041051235494605776,0.21662825509978695,-0.17999829443661988,0.008686968705063716,-0.003526913694475743,0.0008791202048996638,0.0024107924446070683,-0.013411197960522259,16943,960000000,8.13,0,2,4
-0.007994025752217304,0.06280566511082372,5.0,-0.525353521696895,0.44813798103552266,4.965509332332131,-0.9758655032409038,-0.0002965296896566812,-0.0006788311683428081,0.21837117676736878,-0.20230392314553147,0.01054522618492071,-0.0036915579739115537,-4.579788557279585e-05,0.002078812576655764,-0.015879669081186876,16944,143000000,8.0,0,2,4
-0.01697820740838507,0.1255483960083878,5.0,-0.5553493157388899,0.4640168730442081,4.964959896102809,-0.975549505539907,-0.0003084698186037446,-0.0008035999156352994,0.21977811837029876,-0.1765163755473706,0.006811590490763119,-0.003060346509653088,-0.00019433825428905038,0.0009177311710573122,-0.016068151671788655,16944,329000000,7.77,0,2,4
-0.026955524430023026,0.18821223430714068,5.0,-0.5753203716261038,0.4743003351161284,4.964605448623196,-0.9753054443292462,-0.0002770619950424926,-0.0008143274210576772,0.22085866604965748,-0.14639004408362147,0.0035002864191719177,-0.002594707327371811,-0.0005226790108281421,-0.0005579156550084008,-0.01561845183459809,16944,500000000,7.58,0,2,4
-0.03792871608951609,0.2507810623072051,5.0,-0.5977818052998654,0.48542968540811904,4.964206721275657,-0.9749648948320506,-0.00020766578036934092,-0.0007188722799727739,0.22235758125752536,-0.1069950469591705,0.0002729001314085844,-0.0018124073044495977,-0.00043678070085206855,-0.0014007367440171947,-0.015192402133834548,16944,691000000,7.44,0,2,4
-0.06287244931678915,0.37556843537659224,5.0,-0.6124893283524628,0.4924593851378651,4.963967132914204,-0.9746571746705577,-0.00014382630937423766,-0.0005962977816412886,0.22370296289087044,-0.0766118381900315,-0.0008529497381738998,-0.0011488808607361223,-0.00036489580281795497,-0.001504015688169602,-0.01542890640848782,16944,881000000,7.25,0,2,4
-0.07684722320348403,0.4377539718994975,5.0,-0.6227144061908519,0.49726418049011234,4.963811956848656,-0.9743493988120218,-0.00011249423796257685,-0.0004697278554967215,0.22504003140650392,-0.051021927758653864,-0.0007456122169788042,-0.0007558560991254599,2.9060174355777235e-05,-0.0013795959262097313,-0.0151026092680695,16945,114000000,7.08,0,2,4
-0.09182632624610987,0.49977848670888325,5.0,-0.6285849256091227,0.5001397641418613,4.963733898049619,-0.9740781314711511,-0.00011294934501585052,-0.0003634816574327351,0.2262115136618849,-0.03242838620341125,0.0008500640817738032,-0.00030560812669471485,0.0003709612997226941,-0.0012124138152103114,-0.014986842234065989,16945,353000000,6.91,0,2,4
-0.10781122113602892,0.5616251059963305,5.0,-0.6321322798660345,0.5023317434887336,4.963721289000451,-0.9737745159501416,-0.00013111243059036397,-0.00025382170105549837,0.22751507745673183,-0.015236125472265785,0.0035516861617994923,8.740108074034754e-05,0.00048594082500130753,-0.0010803103123180335,-0.014760340127395466,16945,541000000,6.77,0,2,4
-0.12480310003259198,0.6232768136895412,5.0,-0.6329587493725859,0.5038172468031923,4.963760628043866,-0.9734753192592724,-0.00016411203117079184,-0.00015741067251722268,0.22879193841169104,-0.0014861864344183845,0.0069173386839215,0.00031795121206813065,0.0005767299057879427,-0.0008554464386634208,-0.014439758069784148,16945,822000000,6.61,0,2,4
-0.14280287947149173,0.6847164547362532,5.0,-0.6320284109885219,0.5046896583391431,4.963822483366579,-0.9732477951420198,-0.00019771979250580516,-9.09431846531234e-05,0.22975787666023112,0.006981924909711619,0.009938700699434823,0.0005473032891624228,0.0006760508711067814,-0.0007746564108401799,-0.013973971181258094,16946,29000000,6.47,0,2,4
-0.16181119526917875,0.7459267385199392,5.0,-0.6295594672214362,0.5055577021318275,4.963927949480044,-0.9729954343672105,-0.00024038249426788915,-1.9968359408803184e-05,0.23082423295244486,0.01487057383945548,0.013461230835813997,0.0007299762379028792,0.0007541521313214616,-0.0007167681133068982,-0.013404306264419574,16946,222000000,6.37,0,2,4
-0.18182839742572066,0.8068902424093126,5.0,-0.6253321204169265,0.5065974714165963,4.964074937892725,-0.9727251780057917,-0.0003110764304515638,5.3442136530103826e-05,0.2319604027608868,0.021165361004354552,0.017759559463193807,0.0008778995531632045,0.0009727883934829151,-0.0005021274148475641,-0.01262573914573295,16946,443000000,6.26,0,2,4
-0.20285454502857725,0.867589415443657,5.0,-0.6192732874932935,0.5080910412412671,4.964268946975375,-0.9724425082004006,-0.0003869138712960698,0.00011442723695548142,0.2331424574138682,0.025613096005648615,0.022657435737097185,0.001021966079343028,0.0007996626550266228,-0.00034499330752169044,-0.011796704620792298,16946,622000000,6.14,0,2,4
-0.24793242780967706,0.9881239465359675,5.0,-0.6129357712084889,0.5099303140546839,4.9644682283783546,-0.9722038148453527,-0.0004443078837156993,0.00015603549653442627,0.23413568853032918,0.027653781077486544,0.02716274899669151,0.001135907005861371,0.0006684310733362508,-0.0002566391998470863,-0.011053826710849535,16946,766000000,6.02,0,2,4
-0.2719827807983455,1.0479235961347382,5.0,-0.6052220409101274,0.5126672362145939,4.964714036140443,-0.9719519933984013,-0.0005286237302429206,0.00019095959388090302,0.2351786695690301,0.028352616829125637,0.032034625411637194,0.0012465106949722177,0.000874663055583369,-5.0182534749865226e-05,-0.010502854911464965,16946,968000000,5.93,0,2,4
